Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
26," Nacey, MG Geeslin, GW Miller…",Magnetic resonance imaging of the knee: An overview and update of conventional and state of the art imaging,84,2017, Wiley Online Library, Journal of Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.25620,10
16,"Borotikar, M Lempereur, M Lelievre, V Burdin…","Dynamic MRI to quantify musculoskeletal motion: A systematic review of concurrent validity and reliability, and perspectives for evaluation of musculoskeletal …",40,2017, journals.plos.org, PLoS …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0189587,5
9,"Mahmoudian, JH van Dieёn, SM Bruijn, IAC Baert…",Dynamic and static knee alignment at baseline predict structural abnormalities on MRI associated with medial compartment knee osteoarthritis after 2 years,17,2017, Elsevier, Gait & Posture,https://www.sciencedirect.com/science/article/pii/S0966636217302060,2
17,"Kaiser, A Monawer, R Chaudhary…",Accuracy of model-based tracking of knee kinematics and cartilage contact measured by dynamic volumetric MRI,17,2016, Elsevier, Medical engineering & …,https://www.sciencedirect.com/science/article/pii/S1350453316301308,2
31,"Amano, Q Li, CB Ma",Functional knee assessment with advanced imaging,15,2016, Springer, Current reviews in musculoskeletal medicine,https://link.springer.com/article/10.1007/s12178-016-9340-0,2
15,"C Riis, H Gudbergsen, M Henriksen…",Synovitis assessed on static and dynamic contrast-enhanced magnetic resonance imaging and its association with pain in knee osteoarthritis: a cross …,63,2016, Elsevier, European journal of …,https://www.sciencedirect.com/science/article/pii/S0720048X16300924,7
44,"Singh, KN Pawar, S Kachewar, SS Ghule…",Evaluation of knee joint by ultrasound and MRI,22,2016, researchgate.net, IOSR J Dent Med …,https://www.researchgate.net/profile/Bhanupriya-Singh-2/publication/344299792_Evaluation_of_Knee_Joint_by_Ultrasound_and_MRI/links/5f64be4ba6fdcc008629c8e9/Evaluation-of-Knee-Joint-by-Ultrasound-and-MRI.pdf,2
99," Clarke, JH Martin, AG d'Entremont…","A non-invasive, 3D, dynamic MRI method for measuring muscle moment arms in vivo: demonstration in the human ankle joint and Achilles tendon",51,2015, Elsevier, Medical engineering & …,https://www.sciencedirect.com/science/article/pii/S1350453314002823,5
100," Tanaka, JJ Elias, AA Williams, JA Carrino…",… changes in tibial tuberosity–trochlear groove distance and patellar position during active knee extension on dynamic kinematic computed tomographic …,95,2015, Elsevier, … : The Journal of …,https://www.sciencedirect.com/science/article/pii/S0749806315002248,10
13,"Mariani, A La Marra, F Arrigoni, S Necozione…",Dynamic measurement of patello-femoral joint alignment using weight-bearing magnetic resonance imaging (WB-MRI),43,2015, Elsevier, European journal of …,https://www.sciencedirect.com/science/article/pii/S0720048X1530108X,4
54,"Lange, J Maclaren, M Herbst…",Knee cartilage MRI with in situ mechanical loading using prospective motion correction,25,2014, Wiley Online Library, Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.24679,2
10,"Regalado, H Lintula, M Eskelinen, H Kokki…",Dynamic KINE-MRI in patellofemoral instability in adolescents,28,2014, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-013-2679-5,3
41," Morgenroth, JR Medverd, M Seyedali…",The relationship between knee joint loading rate during walking and degenerative changes on magnetic resonance imaging,75,2014, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S026800331400093X,7
11,"Ballegaard, RGC Riis, H Bliddal…",Knee pain and inflammation in the infrapatellar fat pad estimated by conventional and dynamic contrast-enhanced magnetic resonance imaging in obese …,120,2014, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458414010565,11
52," Duffell, J Mushtaq, M Masjedi, JP Cobb","The knee adduction angle of the osteo-arthritic knee: a comparison of 3D supine, static and dynamic alignment",12,2014, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S096801601400221X,1
64," Farshad‐Amacker, HG Potter",MRI of knee ligament injury and reconstruction,45,2013, Wiley Online Library, Journal of Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.24311,4
24, d'Entremont…,Do dynamic‐based MR knee kinematics methods produce the same results as static methods?,57,2013, Wiley Online Library, Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.24425,5
67," Fiorentino, JS Lin, KB Ridder…",Rectus Femoris Knee Muscle Moment Arms Measured in Vivo During Dynamic Motion With Real-Time Magnetic Resonance Imaging,27,2013, asmedigitalcollection.asme.org, Journal of …,https://asmedigitalcollection.asme.org/biomechanical/article-abstract/135/4/044501/370201,2
65," Borotikar, FT Sheehan",In vivo patellofemoral contact mechanics during active extension using a novel dynamic MRI-based methodology,53,2013, Elsevier, Osteoarthritis and cartilage,https://www.sciencedirect.com/science/article/pii/S1063458413009412,4
2," Westphal, A Schmitz, SB Reeder, DG Thelen",Load-dependent variations in knee kinematics measured with dynamic MRI,53,2013, Elsevier, Journal of biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929013002601,4
96,"Acebes, FI Romero, MA Contreras, I Mahillo…",Dynamic ultrasound assessment of medial meniscal subluxation in knee osteoarthritis,48,2013, academic.oup.com, …,https://academic.oup.com/rheumatology/article-abstract/52/8/1443/1790702,4
48," Saevarsson, CI Romeo, C Anglin",Are static and dynamic kinematics comparable after total knee arthroplasty?,24,2013, Elsevier, Journal of Biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929013000067,2
95," Axelsen, M Stoltenberg…",Dynamic gadolinium-enhanced magnetic resonance imaging allows accurate assessment of the synovial inflammatory activity in rheumatoid arthritis knee joints: a …,82,2012, Taylor & Francis, Scandinavian journal …,https://www.tandfonline.com/doi/abs/10.3109/03009742.2011.608375,6
87," Souza, C Fang, A Luke, S Wu, X Li…",Relationship between knee kinetics during jumping tasks and knee articular cartilage MRI T1rho and T2 relaxation times,27,2012, Elsevier, Clinical Biomechanics,https://www.sciencedirect.com/science/article/pii/S0268003311002865,2
12," Shapiro, GE Gold",MRI of weight bearing and movement,42,2012, Elsevier, Osteoarthritis and Cartilage,https://www.sciencedirect.com/science/article/pii/S1063458411003086,3
14,"Ahldén, Y Hoshino, K Samuelsson, P Araujo…",Dynamic knee laxity measurement devices,58,2012, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-011-1848-7,4
23,"Mu, T Mor",Comparison of static and dynamic knee kinematics during squatting,47,2011, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S0268003310002263,3
28,"Boesen, O Kubassova, MA Cimmino…",Dynamic contrast enhanced MRI can monitor the very early inflammatory treatment response upon intra-articular steroid injection in the knee joint: a case report …,30,2011, downloads.hindawi.com, …,https://downloads.hindawi.com/archive/2011/578252.pdf,2
27," Bennell, KA Bowles, Y Wang, F Cicuttini…",Higher dynamic medial knee load predicts greater cartilage loss over 12 months in medial knee osteoarthritis,490,2011, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/70/10/1770.short,35
20," Creaby, Y Wang, KL Bennell, RS Hinman…",Dynamic knee loading is related to cartilage defects and tibial plateau bone area in medial knee osteoarthritis,144,2010, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458410002906,10
1," Dragoo, C Phillips, JD Schmidt, SF Scanlan…",Mechanics of the anterior interval of the knee using open dynamic MRI,31,2010, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S026800331000029X,2
94,"Vanwanseele, F Eckstein, RM Smith…",The relationship between knee adduction moment and cartilage and meniscus morphology in women with osteoarthritis,86,2010, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S106345841000107X,6
90,"Shiomi, T Nishii, H Tanaka, Y Yamazaki…",Loading and knee alignment have significant influence on cartilage MRI T2 in porcine knee joints,43,2010, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458410001548,3
38," Bennell, MW Creaby, TV Wrigley…",Bone marrow lesions are related to dynamic knee loading in medial knee osteoarthritis,115,2010, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/69/6/1151.short,8
34," Lee, J Guo",Kinematic and dynamic analysis of an anatomically based knee joint,106,2010, Elsevier, Journal of biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929010000321,7
71,"Li, SK Van de Velde, JT Bingham",Validation of a non-invasive fluoroscopic imaging technique for the measurement of dynamic knee joint motion,251,2008, Elsevier, Journal of biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929008000833,15
68,"Moro‐oka, S Hamai, H Miura…",Dynamic activity dependence of in vivo normal knee kinematics,208,2008, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.20488,12
57," Barrance, GN Williams…",Do ACL-injured copers exhibit differences in knee kinematics?: An MRI study,39,2007, journals.lww.com, Clinical Orthopaedics …,https://journals.lww.com/clinorthop/fulltext/2007/01000/do_acl_injured_copers_exhibit_differences_in_knee.14.aspx,2
98,"Piriyaprasarth, ME Morris",Psychometric properties of measurement tools for quantifying knee joint position and movement: a systematic review,143,2007, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016006001700,8
81,"Tashman, P Kolowich, D Collon…",Dynamic function of the ACL-reconstructed knee during running,405,2007, journals.lww.com, Clinical Orthopaedics …,https://journals.lww.com/clinorthop/fulltext/2007/01000/Dynamic_Function_of_the_ACL_reconstructed_Knee.13.aspx,22
76,Ostlere,Imaging the knee,24,2007, birpublications.org, Imaging,https://www.birpublications.org/doi/abs/10.1259/imaging/26146719,1
66,"Beckers, X Jeukens, C Ribbens, B André…",18F-FDG PET imaging of rheumatoid knee synovitis correlates with dynamic magnetic resonance and sonographic assessments as well as with the serum …,157,2006, Springer, European journal of …,https://link.springer.com/article/10.1007/s00259-005-1952-3,8
59,"Eckstein, F Cicuttini, JP Raynauld, JC Waterton…",Magnetic resonance imaging (MRI) of articular cartilage in knee osteoarthritis (OA): morphological assessment,528,2006, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458406000653,28
6," Barrance, GN Williams…",Altered knee kinematics in ACL‐deficient non‐copers: a comparison using dynamic MRI,87,2006, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.20016,5
32,"Kawakami, N Sugano, K Yonenobu, H Yoshikawa…",Gait analysis system for assessment of dynamic loading axis of the knee,32,2005, Elsevier, Gait & posture,https://www.sciencedirect.com/science/article/pii/S0966636204000153,2
83," Workie, BJ Dardzinski",Quantifying dynamic contrast‐enhanced MRI of the knee in children with juvenile rheumatoid arthritis using an arterial input function (AIF) extracted from popliteal …,53,2005, Wiley Online Library, … in Medicine: An Official Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.20597,3
86,"Bei, BJ Fregly",Multibody dynamic simulation of knee contact mechanics,334,2004, Elsevier, Medical engineering & physics,https://www.sciencedirect.com/science/article/pii/S1350453304001225,16
84," Kurkijärvi, MJ Nissi, I Kiviranta…",Delayed gadolinium‐enhanced MRI of cartilage (dGEMRIC) and T2 characteristics of human knee articular cartilage: Topographical variation and relationships to …,230,2004, Wiley Online Library, … in Medicine: An …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.20104,11
21," Logan, A Williams, J Lavelle…",What really happens during the Lachman test? A dynamic MRI analysis of tibiofemoral motion,91,2004, journals.sagepub.com, … American Journal of …,https://journals.sagepub.com/doi/abs/10.1177/0095399703258698,4
19," Patel, K Hall, M Ries, J Lotz…",A three‐dimensional MRI analysis of knee kinematics,169,2004, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1016/j.orthres.2003.08.015,8
69," Scarvell, PN Smith, KM Refshauge…",Evaluation of a method to map tibiofemoral contact points in the normal knee using MRI,47,2004, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1016/j.orthres.2003.10.011,2
53,"Barile, M Sabatini, F Iannessi, E Di Cesare…",Pigmented villonodular synovitis (PVNS) of the knee joint: magnetic resonance imaging (MRI) using standard and dynamic paramagnetic contrast media. Report of 52 …,91,2004, europepmc.org, La Radiologia …,https://europepmc.org/article/med/15103287,4
36," Logan, A Williams, J Lavelle…",Tibiofemoral kinematics following successful anterior cruciate ligament reconstruction using dynamic multiple resonance imaging,169,2004, journals.sagepub.com, … American journal of …,https://journals.sagepub.com/doi/abs/10.1177/0363546503261702,8
60," Price, G Kamen, BM Damon, CA Knight…",Comparison of MRI with EMG to study muscle activity associated with dynamic plantar flexion,96,2003, Elsevier, Magnetic resonance …,https://www.sciencedirect.com/science/article/pii/S0730725X03001838,4
77," Schmid, J Hodler, P Cathrein…",Is impingement the cause of jumper's knee? Dynamic and static magnetic resonance imaging of patellar tendinitis in an open-configuration system,120,2002, journals.sagepub.com, … American journal of …,https://journals.sagepub.com/doi/abs/10.1177/03635465020300031401,5
47," Quick, ME Ladd, M Hoevel, S Bosk…",Real‐time MRI of joint movement with trueFISP,58,2002, Wiley Online Library, Journal of Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.10120,3
42,"Tennant, A Williams, V Vedi…",Patello‐femoral tracking in the weight‐bearing knee: a study of asymptomatic volunteers utilising dynamic magnetic resonance imaging: a preliminary report,69,2001, Wiley Online Library, Knee Surgery …,https://esskajournals.onlinelibrary.wiley.com/doi/abs/10.1007/s001670000173,3
92,"Dale, HJ Smith, AC Paus…",Dynamic MR-imaging in the diagnosis of pigmented villonodular synovitis of the knee,28,2000, Taylor & Francis, Scandinavian journal of …,https://www.tandfonline.com/doi/abs/10.1080/030097400447778,1
5," McNally, SJ Ostlere, C Pal, A Phillips, H Reid…",Assessment of patellar maltracking using combined static and dynamic MRI,139,2000, Springer, European …,https://link.springer.com/article/10.1007/s003300000358,6
8,"Vedi, E Spouse, A Williams…",Meniscal movement: an in-vivo study using dynamic MRI,531,1999, boneandjoint.org.uk, The Journal of Bone …,https://boneandjoint.org.uk/article/10.1302/0301-620x.81b1.0810037,20
33,"WITOńSKI, B Góraj",Patellar motion analyzed by kinematic and dynamic axial magnetic resonance imaging in patients with anterior knee pain syndrome,94,1999, Springer, Archives of orthopaedic and trauma surgery,https://link.springer.com/article/10.1007/s004020050353,4
62," Powers, FG Shellock, M Pfaff",Quantification of patellar tracking using kinematic MRI,159,1998, Wiley Online Library, Journal of Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.1880080332,6
78,"Rasche, RWD Boer, D Holz…",Continuous radial data acquisition for dynamic MRI,234,1995, Wiley Online Library, Magnetic resonance in …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.1910340515,8
88,"Yamato, K Tamai, T Yamaguchi…",MRI of the knee in rheumatoid arthritis: Gd-DTPA perfusion dynamics,135,1993, journals.lww.com, Journal of computer …,https://journals.lww.com/jcat/abstract/1993/09000/MRI_of_the_Knee_in_Rheumatoid_Arthritis__Gd_DTPA.22.aspx,4
3," Richardson, LR Frank…",Dynamic knee-extensor and cycle exercise: functional MRI of muscular activity,179,0,connect.com,,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2007-971901,0
