Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
65,"Sakellariou, PG Conaghan, W Zhang…",EULAR recommendations for the use of imaging in the clinical management of peripheral joint osteoarthritis,292,2017, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/76/9/1484?intcmp=ard&type=0-A,36
17,"Mannoni, MP Briganti, M Di Bari, L Ferrucci…","Epidemiological profile of symptomatic osteoarthritis in older adults: a population based study in Dicomano, Italy",269,2003, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/62/6/576.short,12
28,"Lerner, JI Reed, E Massarotti, LM Wester…",The Work Limitations Questionnaire's validity and reliability among patients with osteoarthritis,267,2002, Elsevier, Journal of clinical …,https://www.sciencedirect.com/science/article/pii/S0895435601004243,12
46,"Guillemin, AC Rat, B Mazieres, J Pouchot…",Prevalence of symptomatic hip and knee osteoarthritis: a two-phase population-based survey,264,2011, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458411002354,19
24, Castr,Comprehensive LC−MSE Lipidomic Analysis using a Shotgun Approach and Its Application to Biomarker Detection and Identification in Osteoarthritis Patients,260,2010, ACS Publications, Journal of proteome …,https://pubs.acs.org/doi/abs/10.1021/pr901094j,17
85," Bennell, KA Bowles, C Payne, F Cicuttini…",Lateral wedge insoles for medial knee osteoarthritis: 12 month randomised controlled trial,244,2011, bmj.com, Bmj,https://www.bmj.com/content/342/bmj.d2912.short,17
11,"Kim, MC Nevitt, J Niu, MM Clancy, NE Lane, TM Link…",Association of hip pain with radiographic evidence of hip osteoarthritis: diagnostic test study,208,2015, bmj.com, Bmj,https://www.bmj.com/content/351/bmj.h5983.abstract,21
71,"Mahmoudian, LS Lohmander, A Mobasheri…",Early-stage symptomatic osteoarthritis of the knee—time for action,194,2021, nature.com, Nature Reviews …,https://www.nature.com/articles/s41584-021-00673-4,48
74,"M Ramos, W den Hollander, JVMG Bovée, N Bomer…",Genes involved in the osteoarthritis process identified through genome wide expression analysis in articular cartilage; the RAAK study,185,2014, journals.plos.org, PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0103056,17
68,"Guermazi, FW Roemer, D Burstein…",Why radiography should no longer be considered a surrogate outcome measure for longitudinal assessment of cartilage in knee osteoarthritis,184,2011, Springer, Arthritis research & …,https://link.springer.com/article/10.1186/ar3488,13
87," Vitiello, SM McCurry, SM Shortreed, LD Baker…","Short-term improvement in insomnia symptoms predicts long-term improvements in sleep, pain, and fatigue in older adults with comorbid osteoarthritis and insomnia",182,2014, Elsevier, Pain®,https://www.sciencedirect.com/science/article/pii/S0304395914002188,17
97,"Hayashi, FW Roemer, M Jarraya, A Guermazi",Imaging of osteoarthritis,175,2013, Springer, Geriatric imaging,https://link.springer.com/chapter/10.1007/978-3-642-35579-0_5,15
5," Felson, MC Nevitt, M Yang, M Clancy, J Niu…",A new approach yields high rates of radiographic progression in knee osteoarthritis,161,2008, jrheum.org, The Journal of …,https://www.jrheum.org/content/35/10/2047.short,9
56,"Jamshidi, JP Pelletier, J Marte",Machine-learning-based patient-specific prediction models for knee osteoarthritis,159,2019, nature.com, Nature Reviews …,https://www.nature.com/articles/s41584-018-0130-5,26
36," Lingard, SY Mitchell, RM Francis…",The prevalence of osteoporosis in patients with severe hip and knee osteoarthritis awaiting joint arthroplasty,145,2010, academic.oup.com, Age and …,https://academic.oup.com/ageing/article-abstract/39/2/234/40766,10
70," Hunter, J Li, M LaValley, DC Bauer, M Nevitt…",Cartilage markers and their association with cartilage loss on magnetic resonance imaging in knee osteoarthritis: the Boston Osteoarthritis Knee Study,140,2007, Springer, Arthritis research & …,https://link.springer.com/article/10.1186/ar2314,8
84,"Vlychou, A Koutroumpas, K Malizos…",Ultrasonographic evidence of inflammation is frequent in hands of patients with erosive osteoarthritis,127,2009, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458409001344,8
6,"Trang, V Leske, C Gaultier",Use of nasal cannula for detecting sleep apneas and hypopneas in infants and children,126,2002, atsjournals.org, … journal of respiratory and critical care …,https://www.atsjournals.org/doi/abs/10.1164/rccm.2110114,5
3,"Kotlarz, CL Gunnarsson, H Fang…",Osteoarthritis and absenteeism costs: evidence from US National Survey Data,125,2010, journals.lww.com, Journal of occupational …,https://journals.lww.com/joem/fulltext/2010/03000/osteoarthritis_and_absenteeism_costs__evidence.5.aspx,8
41, KHOALA Osteoarthritis Group,Screening for hip and knee osteoarthritis in the general population: predictive value of a questionnaire and prevalence estimates,124,2008, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/67/10/1406.short,7
15,"Yavorskyy, A Hernande",Detection of calcium phosphate crystals in the joint fluid of patients with osteoarthritis–analytical approaches and challenges,111,2008, pubs.rsc.org, Analyst,https://pubs.rsc.org/en/content/articlehtml/2008/an/b716791a,7
92,"Coleman, G Halas, W Peeler, N Casaclang…",From patient care to research: a validation study examining the factors contributing to data quality in a primary care electronic medical record database,105,2015, Springer, BMC family …,https://link.springer.com/article/10.1186/s12875-015-0223-z,10
2," Chaisson, DR Gale, E Gale, L Kazis…",Detecting radiographic knee osteoarthritis: what combination of views is optimal?,101,2000, academic.oup.com, …,https://academic.oup.com/rheumatology/article-abstract/39/11/1218/1783850,4
42,"Wittoek, P Carron, G Verbruggen",Structural and inflammatory sonographic findings in erosive and non-erosive osteoarthritis of the interphalangeal finger joints,77,2010, ard.bmj.com, Annals of the rheumatic diseases,https://ard.bmj.com/content/69/12/2173.short,5
93,"Hayashi, DT Felson, J Niu, DJ Hunter…",Pre-radiographic osteoarthritic changes are highly prevalent in the medial patella and medial posterior femur in older persons: Framingham OA study,69,2014, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458413009801,6
55,"Vadrevu, MS Manikandan",A robust pulse onset and peak detection method for automated PPG signal analysis system,68,2018, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/8434227/,10
78,"Zengini, C Finan, JM Wilkinson",The genetic epidemiological landscape of hip and knee osteoarthritis: where are we now and where are we going?,63,2016, jrheum.org, The Journal of rheumatology,https://www.jrheum.org/content/43/2/260.short,7
64,"Lv, H Huang, L Gao, JA Benediktsson…",Simple multiscale UNet for change detection with heterogeneous remote sensing images,63,2022, ieeexplore.ieee.org, … and Remote Sensing …,https://ieeexplore.ieee.org/abstract/document/9770788/,21
34,"MacMullan, G McMahon, G McCarthy",Detection of basic calcium phosphate crystals in osteoarthritis,51,2011, Elsevier, Joint Bone Spine,https://www.sciencedirect.com/science/article/pii/S1297319X10002848,4
99,"Köroğlu, M Çallıoğlu, HN Eriş, M Kayan…",Ultrasound guided percutaneous treatment and follow-up of Baker's cyst in knee osteoarthritis,50,2012, Elsevier, European journal of …,https://www.sciencedirect.com/science/article/pii/S0720048X12002446,4
12,"Jerban, EY Chang, J Du",Magnetic resonance imaging (MRI) studies of knee joint under mechanical loading,48,2020, Elsevier, Magnetic resonance imaging,https://www.sciencedirect.com/science/article/pii/S0730725X19302887,10
9," Teoh, KW Lai, J Usman, SL Goh…",Discovering knee osteoarthritis imaging features for diagnosis and prognosis: review of manual imaging grading and machine learning approaches,45,2022, hindawi.com, Journal of healthcare …,https://www.hindawi.com/journals/jhe/2022/4138666/,15
25,"Eckstein, R Buck, W Wirth","Location-independent analysis of structural progression of osteoarthritis—Taking it all apart, and putting the puzzle back together makes the difference",44,2017, Elsevier, Seminars in Arthritis and Rheumatism,https://www.sciencedirect.com/science/article/pii/S0049017216302414,6
26," Ike, KS O'Rourke",Detection of intraarticular abnormalities in osteoarthritis of the knee,41,1993, Wiley Online Library, … & Rheumatism: Official Journal of the …,https://onlinelibrary.wiley.com/doi/abs/10.1002/art.1780361005,1
50,"Panoutsopoulou, S Thiagarajah, E Zengini…",Radiographic endophenotyping in hip osteoarthritis improves the precision of genetic association analysis,36,2017, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/76/7/1199.short,4
47,"Üreten, T Arslan, KE Gültekin, AND Demir, HF Özer…",Detection of hip osteoarthritis by using plain pelvic radiographs with deep learning methods,36,2020, Springer, Skeletal Radiology,https://link.springer.com/article/10.1007/s00256-020-03433-9,7
39,"Calivà, NK Namiri, M Dubreuil, V Pedoia…",Studying osteoarthritis with artificial intelligence applied to magnetic resonance imaging,30,2022, nature.com, Nature Reviews …,https://www.nature.com/articles/s41584-021-00719-7,10
16," Saltzherr, JW van Neck, GSR Muradin…",Computed tomography for the detection of thumb base osteoarthritis: comparison with digital radiography,29,2013, Springer, Skeletal radiology,https://link.springer.com/article/10.1007/s00256-013-1586-7,2
10,"Chen, X Su, N Wang, Y Li, H Yin, L Li, L Li",Chemical isotope labeling LC-MS for monitoring disease progression and treatment in animal models: plasma metabolomics study of osteoarthritis rat model,26,2017, nature.com, Scientific reports,https://www.nature.com/articles/srep40543,3
38," Bos, M Kloppenburg, E Suchiman…","The role of plasma cytokine levels, CRP and Selenoprotein S gene variation in OA",26,2009, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458408003348,2
37,Sanjurj,Gene expression and functional comparison between multipotential stromal cells from lateral and medial condyles of knee osteoarthritis patients,21,2019, nature.com, Scientific Reports,https://www.nature.com/articles/s41598-019-45820-w,4
18,"Du, OA Valdez Banda, F Goerlandt, P Kujala…",Improving near miss detection in maritime traffic in the northern Baltic sea from ais data,19,2021, mdpi.com, Journal of Marine …,https://www.mdpi.com/2077-1312/9/2/180,5
73,"GONG, K HASE, H GOTO, K YOSHIOKA…",Knee osteoarthritis detection based on the combination of empirical mode decomposition and wavelet analysis,18,2020, jstage.jst.go.jp, Journal of …,https://www.jstage.jst.go.jp/article/jbse/15/3/15_20-00017/_article/-char/ja/,4
8,"Pongsakonpruttikul, C Angthong…",Artificial intelligence assistance in radiographic detection and classification of knee osteoarthritis and its severity: a cross-sectional diagnostic study,18,2022, academia.edu, Eur Rev Med …,https://www.academia.edu/download/99346336/1549-1558.pdf,6
13,"Bayramoglu, MT Nieminen, S Saarakkala",Automated detection of patellofemoral osteoarthritis from knee lateral view radiographs using deep learning: data from the Multicenter Osteoarthritis Study …,18,2021, Elsevier, Osteoarthritis and Cartilage,https://www.sciencedirect.com/science/article/pii/S1063458421008359,4
96,"Gharbi, C Sanchez, G Mazzucchelli, E De Pauw…",Identification of differential pattern of protein expression in canine osteoarthritis serum after anterior cruciate ligament transection: a proteomic analysis,18,2013, Elsevier, The Veterinary …,https://www.sciencedirect.com/science/article/pii/S1090023313002530,2
51,"Bayramoglu, MT Nieminen, S Saarakkala",A lightweight cnn and joint shape-joint space () descriptor for radiological osteoarthritis detection,14,2020, Springer, Annual Conference on …,https://link.springer.com/chapter/10.1007/978-3-030-52791-4_26,3
20," Majmudar, BI Morshed",Autonomous OA removal in real-time from single channel EEG data on a wearable device using a hybrid algebraic-wavelet algorithm,14,2016, dl.acm.org, ACM Transactions on Embedded …,https://dl.acm.org/doi/abs/10.1145/2983629,2
61," Joseph, CE McCulloch, JH Sohn, V Pedoia…",AI MSK clinical applications: cartilage and osteoarthritis,13,2022, Springer, Skeletal Radiology,https://link.springer.com/article/10.1007/s00256-021-03909-2,4
82," Pandey, B Rajitha, S Agarwal",Computer assisted automated detection of knee osteoarthritis using X-ray images,12,2015, indianjournals.com, Sci. Technol,https://www.indianjournals.com/ijor.aspx?target=ijor:ste1&volume=1&issue=2&article=004&type=pdf,1
27," Alshamrani, M Rashid, SS Alshamrani…",Osteo-net: An automated system for predicting knee osteoarthritis from x-ray images using transfer-learning-based neural networks approach,10,2023, mdpi.com, Healthcare,https://www.mdpi.com/2227-9032/11/9/1206,5
33,"Richardson, J Hoyes",A novel multipass oa-TOF mass spectrometer,10,2015, Elsevier, International Journal of Mass Spectrometry,https://www.sciencedirect.com/science/article/pii/S1387380614003546,1
94,Yagupsky,"The Past, Present, and Future of Kingella kingae Detection in Pediatric Osteoarthritis",8,2022, mdpi.com, Diagnostics,https://www.mdpi.com/2075-4418/12/12/2932,3
43,"Antelman, N Bakkalbasi, D Goodman, C Hajjem…",Evaluation of algorithm performance on identifying OA,7,2005, eprints.rclis.org,,http://eprints.rclis.org/7028/,0
63,"Hayashi, FW Roemer, T Link, X Li…",Latest advancements in imaging techniques in OA,6,2022, journals.sagepub.com, Therapeutic …,https://journals.sagepub.com/doi/abs/10.1177/1759720X221146621,2
75,"Patron, L Annala, O Lainiala, J Paloneva, S Äyrämö",An automatic method for assessing spiking of tibial tubercles associated with knee osteoarthritis,5,2022, mdpi.com, Diagnostics,https://www.mdpi.com/2075-4418/12/11/2603,2
29,"Buchholz, S Stücker, F Koßlowski…",High-resolution imaging methods for identification of calcium crystal types in osteoarthritis,5,2023, mdpi.com, Gout  Urate  and Crystal …,https://www.mdpi.com/2813-4583/1/2/7,2
79,"Farajzadeh, N Sadeghzadeh…",IJES-OA Net: A residual neural network to classify knee osteoarthritis from radiographic images based on the edges of the intra-joint spaces,5,2023, Elsevier, Medical Engineering & …,https://www.sciencedirect.com/science/article/pii/S1350453323000097,2
35,"Eymard, V Foltz, C Chemla, F Gandjbakhch…",MRI and ultrasonography for detection of early interphalangeal osteoarthritis,5,2022, Elsevier, Joint Bone Spine,https://www.sciencedirect.com/science/article/pii/S1297319X2200029X,2
19,"Zhao, Y Meng, L Xu",Oa-fsui2it: A novel few-shot cross domain object detection framework with object-aware few-shot unsupervised image-to-image translation,4,2022, ojs.aaai.org, Proceedings of the AAAI Conference on …,https://ojs.aaai.org/index.php/AAAI/article/view/20253,1
69,"Mohammadi, MA Salehi, A Jahanshahi…",Artificial intelligence in osteoarthritis detection: A systematic review and meta-analysis,3,2023, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458423009482,2
31,"Singha, CK Dalai, D Sarkar","A study on evaluation of knee osteoarthritis with MRI and comparing it with CT scan, high resolution USG and conventional radiography",3,2021, pdfs.semanticscholar.org, Asian Journal of …,https://pdfs.semanticscholar.org/6988/7783bb1ca1efa604322b581852ac04f9dd12.pdf,1
45,"Thaha, SP Jogi, S Rajan, V Mahajan…",Automated segmentation of knee cartilage using modified radial approach for OA patients with and without bone abnormality,2,2018, ieeexplore.ieee.org,EMBS …,https://ieeexplore.ieee.org/abstract/document/8626718/,0
80,"Xu, J Chen, K Qiu, F Yang, W Wu",Artificial intelligence for detecting temporomandibular joint osteoarthritis using radiographic image data: A systematic review and meta-analysis of diagnostic …,2,2023, journals.plos.org, Plos one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288631,1
44,"Fukuda, T Yonenaga, T Miyasaka, T Kimura…",CT in osteoarthritis: its clinical role and recent advances,1,2023, Springer, Skeletal Radiology,https://link.springer.com/article/10.1007/s00256-022-04217-z,0
81," Sabatini, A Cohe",Incidence of Rapidly Progressive Osteoarthritis Following Intra-articular Hip Corticosteroid Injection: A Systematic Review and Meta-Analysis,1,2023, Elsevier, Arthroplasty Today,https://www.sciencedirect.com/science/article/pii/S2352344123001474,0
76," Abdelhafiz, R Lowles, N Alam, A Adebajo…",Clinical assessment of symptomatic osteoarthritis in older people,1,2003, scholar.archive.org, Age and …,https://scholar.archive.org/work/clhjmjnf7nezpmj2jlphu4ozui/access/wayback/https://watermark.silverchair.com/320359.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAaYwggGiBgkqhkiG9w0BBwagggGTMIIBjwIBADCCAYgGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQME0iQ_O-mfYyuhYu4AgEQgIIBWay_JE7P3vkquByErNHLpyGUGOP_FNODL5FRyUqazbofmngzIrKH13lTRWRHQc7Mu66zS2pxUyN7LBrkfiSNQMH2yQJlN2lEaWgR5je51LsnQBQsrmi_96fvrNvEBXsj40ZfWcwWNtjNLY8p5DDql6FpDS7TvYcO0LA0q9OuqDjSyAv8F39BwzIda35b8Nmd54zAaa_pNRah42id5gpyDYbxhafA7hGZa3Mg4e_nBg4_XeWyBoV7boGIaCnBQo70JVNPVZXr5v7SNouWznPQlP7uHeV6JVBX7xm8s3PRh7mj5f1iGEy_PzZMIPIdVM21di05vzBP5SqB5hW9aamoDH45u6e7SbrFLtZOvu5_KrNo5cWysv_yw8lZTEo4Zs9PObb8o8YNJqYQjG5YTYKbhCGb8Ht6-0g8yNW6OE8HK2kzkLWEaCFylr-EkPO7cUWjOjA4-s2-CTkHag,0
58," Stewart, D Gilbert, D Stefanovski, Z Garman…",A missed opportunity: A scoping review of the effect of sex and age on osteoarthritis using large animal models,1,2024, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458424000530,1
62," Obiegbu, ID Nnakenyi…",Obesity and osteoarthritis of the knee joint: Is leptin the missing link?,1,2019, journals.lww.com, Journal of Orthopaedics …,https://journals.lww.com/joas/fulltext/2019/07020/obesity_and_osteoarthritis_of_the_knee_joint__is.5.aspx,0
67," Menon, AA Salunke, DP Murphy…",… SIMULTANEOUS BILATERAL FRACTURE NECK FEMUR DUE TO VITAMIN D DEFICIENCY TREATED AS SEVERE BILATERAL OSTEOARTHRITIS KNEE: HOW TO …,0,2015, World Scientific, Journal of …,https://www.worldscientific.com/doi/abs/10.1142/S0218957715720021,0
49,"Ma, I Pan, SY Kim, GG Wieschhoff, KP Andriole…",Deep learning discrimination of rheumatoid arthritis from osteoarthritis on hand radiography,0,2024, Springer, Skeletal Radiology,https://link.springer.com/article/10.1007/s00256-023-04408-2,0
40,"Thongpat, N Pongsakonpruttikul…",Detection of Knee Osteoarthritis using Artificial Intelligence,0,2023, books.google.com, …   Osteoarthritis and …,https://books.google.com/books?hl=en&lr=&id=5cziEAAAQBAJ&oi=fnd&pg=PA17&dq=missed+detection+OA&ots=uB1WCsWp7T&sig=xENxDiaShBANmFpZgm3XFyxth2k,0
52, OA,A Call to Action from the Chronic Osteoarthritis Management Initiative (COAMI) September 2012,0,2012, journals.lww.com, Orthopaedic Nursing,https://journals.lww.com/orthopaedicnursing/FullText/2012/11000/A_Call_to_Action_from_the_Chronic_Osteoarthritis.13.aspx,0
57,"Su, X Yuan, Y Huang, Q Yuan, M Yang, J Sun…",Improved Prediction of Knee Osteoarthritis by the Machine Learning Model XGBoost,0,2023, Springer, Indian Journal of …,https://link.springer.com/article/10.1007/s43465-023-00936-0,0
77,"Fowler, JC Murray, L Symington, J Urquhart…",… changes after minimally invasive surgery for degenerative lumbar spondylolisthesis compared with total hip and knee arthroplasty for osteoarthritis: a matched-cohort …,0,2017, canjsurg.ca,,https://www.canjsurg.ca/content/60/3_Suppl_4/S57.abstract,0
22,"Lenskjold, MW Brejnebøl, JU Nybing…",Constructing a clinical radiographic knee osteoarthritis database using artificial intelligence tools with limited human labor: A proof of principle,0,2024, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458423009925,0
21,Chhabra,Deep Learning based Knee OsteoArthritis Grade Classification: A Review,0,2024, ieeexplore.ieee.org, … 11th International Conference on Computing for …,https://ieeexplore.ieee.org/abstract/document/10499112/,0
4,"Ye, C Wang, J Yan, Z Qin, W Qin, Y Ma, Q Wan…",Lysosomal destabilization: A missing link between pathological calcification and osteoarthritis,0,2024, Elsevier, Bioactive Materials,https://www.sciencedirect.com/science/article/pii/S2452199X23003973,0
1,"Crane, C Wagner, S Wong, B Hall, J Hull…",Glenohumeral Osteoarthritis: A Biological Advantage or a Missed Diagnosis?,0,2024, mdpi.com, Journal of Clinical …,https://www.mdpi.com/2077-0383/13/8/2341,0
