Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
63," Duncan, EM Hay, J Saklatvala, PR Croft",Prevalence of radiographic osteoarthritis—it all depends on your point of view,330,2006, academic.oup.com, Rheumatology,https://academic.oup.com/rheumatology/article-abstract/45/6/757/1784951,17
38," Segal, JC Torner, D Felson, J Niu…",Effect of thigh strength on incident radiographic and symptomatic knee osteoarthritis in a longitudinal cohort,292,2009, Wiley Online Library, Arthritis Care & …,https://onlinelibrary.wiley.com/doi/abs/10.1002/art.24541,18
32,"Cicuttini, A Wluka, J Hankin, Y Wang",Longitudinal study of the relationship between knee angle and tibiofemoral cartilage volume in subjects with knee osteoarthritis,271,2004, academic.oup.com, Rheumatology,https://academic.oup.com/rheumatology/article-abstract/43/3/321/1773949,13
48," Hinman, KM Crossley",Patellofemoral joint osteoarthritis: an important subgroup of knee osteoarthritis,262,2007, academic.oup.com,,https://academic.oup.com/rheumatology/article-abstract/46/7/1057/2899529,15
65,"Cooper, T McAlindon, S Snow, K Vines…",Mechanical and constitutional risk factors for symptomatic knee osteoarthritis: differences between medial tibiofemoral and patellofemoral disease.,260,1994, europepmc.org, The Journal of …,https://europepmc.org/article/med/8182642,8
67," Chang, KC Moisio, JS Chmiel, F Eckstein…",External knee adduction and flexion moments during gait and medial tibiofemoral disease progression in knee osteoarthritis,259,2015, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458415000461,26
14,"Chang, D Hurwitz, D Dunlop, J Song…",The relationship between toe-out angle during gait and progression of medial tibiofemoral osteoarthritis,239,2007, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/66/10/1271.short,13
1," Baker, L Xu, Y Zhang, M Nevitt, J Niu…",Quadriceps weakness and its relationship to tibiofemoral and patellofemoral knee osteoarthritis in Chinese: the Beijing osteoarthritis study,233,2004, Wiley Online Library, … : Official Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/art.20261,11
2,"Zhang, DJ Hunter, MC Nevitt, L Xu…",Association of squatting with increased prevalence of radiographic tibiofemoral knee osteoarthritis: the Beijing Osteoarthritis Study,227,2004, Wiley Online Library, … : Official Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/art.20127,11
61," Vincent, BP Conrad, BJ Fregly, HK Vincent",The pathophysiology of osteoarthritis: a mechanical perspective on the knee joint,224,2012, Elsevier, PM&R,https://www.sciencedirect.com/science/article/pii/S1934148212000688,17
8, Multicenter Osteoarthritis (MOST) Study Investigators,Tibiofemoral joint osteoarthritis: risk factors for MR-depicted fast cartilage loss over a 30-month period in the multicenter osteoarthritis study,224,2009, pubs.rsna.org, Radiology,https://pubs.rsna.org/doi/abs/10.1148/radiol.2523082197,14
71," Culvenor, NJ Collins, A Guermazi…",Early knee osteoarthritis is evident one year following anterior cruciate ligament reconstruction: a magnetic resonance imaging evaluation,218,2015, Wiley Online Library, Arthritis & …,https://onlinelibrary.wiley.com/doi/pdf/10.1002/art.39005,22
92,"Elahi, S Cahue, DT Felson…",The association between varus–valgus alignment and patellofemoral osteoarthritis,217,2000, Wiley Online Library, … : Official Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/1529-0131(200008)43:8%3C1874::AID-ANR25%3E3.0.CO;2-2,9
60," Jackson, AE Wluka, AJ Teichtahl, ME Morris…",Reviewing knee osteoarthritis—a biomechanical perspective,210,2004, Elsevier, Journal of Science and …,https://www.sciencedirect.com/science/article/pii/S1440244004800306,10
72,"Cahue, D Dunlop, K Hayes, J Song…",Varus–valgus alignment in the progression of patellofemoral osteoarthritis,202,2004, Wiley Online Library, … : Official Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/art.20348,10
51,"McAlindon, Y Zhang, M Hannan…",Are risk factors for patellofemoral and tibiofemoral knee osteoarthritis different?,192,1996, europepmc.org, The Journal of …,https://europepmc.org/article/med/8882042,7
41,"Kijowski, D Blankenbaker, P Stanton…",Arthroscopic validation of radiographic grading scales of osteoarthritis of the tibiofemoral joint,191,2006, Am Roentgen Ray Soc, American Journal of …,https://ajronline.org/doi/abs/10.2214/AJR.05.1123,10
12, Multicenter Osteoarthritis (MOST) Group,Patterns of compartment involvement in tibiofemoral osteoarthritis in men and women and in whites and African Americans,183,2012, Wiley Online Library, Arthritis care & …,https://onlinelibrary.wiley.com/doi/pdf/10.1002/acr.21606,14
43," Hunter, L Sharma, T Skaife",Alignment and osteoarthritis of the knee,181,2009, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/fulltext/2009/02001/alignment_and_osteoarthritis_of_the_knee.21.aspx,11
21," Cicuttini, AE Wluka, SL Stuckey",Tibial and femoral cartilage changes in knee osteoarthritis,180,2001, ard.bmj.com, Annals of the Rheumatic …,https://ard.bmj.com/content/60/10/977.short,8
69," Cicuttini, AE Wluka, A Forbes…",Comparison of tibial cartilage volume and radiologic grade of the tibiofemoral joint,175,2003, Wiley Online Library, Arthritis & …,https://acrjournals.onlinelibrary.wiley.com/doi/abs/10.1002/art.10840,8
88," Culvenor, JL Cook, NJ Collins…",Is patellofemoral joint osteoarthritis an under-recognised outcome of anterior cruciate ligament reconstruction? A narrative literature review,174,2013, bjsm.bmj.com, British Journal of Sports …,https://bjsm.bmj.com/content/47/2/66.short,14
66," Culvenor, A Ruhdorfer, C Juhl…","Knee extensor strength and risk of structural, symptomatic, and functional decline in knee osteoarthritis: a systematic review and meta‐analysis",161,2017, Wiley Online Library, Arthritis care & …,https://onlinelibrary.wiley.com/doi/pdf/10.1002/acr.23005,20
83," Segal, DD Anderson, KS Iyer…",Baseline articular contact stress levels predict incident symptomatic knee osteoarthritis development in the MOST cohort,161,2009, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.20936,10
44," Cicuttini, T Spector, J Baker",Risk factors for osteoarthritis in the tibiofemoral and patellofemoral joints of the knee.,155,1997, europepmc.org, The Journal of rheumatology,https://europepmc.org/article/med/9195526,6
5,"Englund, LS Lohmander",Patellofemoral osteoarthritis coexistent with tibiofemoral osteoarthritis in a meniscectomy population,151,2005, ard.bmj.com, Annals of the rheumatic diseases,https://ard.bmj.com/content/64/12/1721.short,8
57,"Liebl, G Joseph, MC Nevitt, N Singh…",Early T2 changes predict onset of radiographic knee osteoarthritis: data from the osteoarthritis initiative,150,2015, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/74/7/1353.short,15
93,"Duncan, G Peat, E Thomas, EM Hay…","Incidence, progression and sequence of development of radiographic knee osteoarthritis in a symptomatic population",143,2011, ard.bmj.com, Annals of the rheumatic …,https://ard.bmj.com/content/70/11/1944.short,10
30," Cicuttini, AE Wluka, Y Wang…",Longitudinal study of changes in tibial and femoral cartilage in knee osteoarthritis,140,2004, Wiley Online Library, Arthritis & Rheumatism …,https://acrjournals.onlinelibrary.wiley.com/doi/abs/10.1002/art.11483,7
17,"Peat, RC Duncan, LRJ Wood, E Thomas…",Clinical features of symptomatic patellofemoral joint osteoarthritis,139,2012, Springer, Arthritis research & …,https://link.springer.com/article/10.1186/ar3779,11
22,"Kobayashi, E Pappas, M Fransen…",The prevalence of patellofemoral osteoarthritis: a systematic review and meta-analysis,136,2016, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458416300917,15
31,"Kijowski, DG Blankenbaker, PT Stanton, JP Fine…",Radiographic Findings of Osteoarthritis versus Arthroscopic Findings of Articular Cartilage Degeneration in the Tibiofemoral Joint1,130,2006, pubs.rsna.org, Radiology,https://pubs.rsna.org/doi/abs/10.1148/radiol.2393050584,7
74," Culvenor, CN Engen, BE Øiestad…",Defining the presence of radiographic knee osteoarthritis: a comparison between the Kellgren and Lawrence system and OARSI atlas criteria,130,2015, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-014-3205-0,13
3," van Meer, DE Meuffels, WA van Eijsden…",Which determinants predict tibiofemoral and patellofemoral osteoarthritis after anterior cruciate ligament injury? A systematic review,127,2015, bjsm.bmj.com, British journal of sports …,https://bjsm.bmj.com/content/49/15/975.short,13
95," Hunter, Y Zhang, J Niu, X Tu, S Amin…",Structural factors associated with malalignment in knee osteoarthritis: the Boston osteoarthritis knee study.,126,2005, jrheum.org, The Journal of …,https://www.jrheum.org/content/32/11/2192.short,6
100,"Guermazi, D Hayashi, M Jarraya, FW Roemer…",Medial posterior meniscal root tears are associated with development or worsening of medial tibiofemoral cartilage damage: the multicenter osteoarthritis study,125,2013, pubs.rsna.org, Radiology,https://pubs.rsna.org/doi/abs/10.1148/radiol.13122544,10
86," Culvenor, CCH Lai, BJ Gabbe…",Patellofemoral osteoarthritis is prevalent and associated with worse symptoms and function after hamstring tendon autograft ACL reconstruction,120,2014, bjsm.bmj.com, British journal of sports …,https://bjsm.bmj.com/content/48/6/435.short,11
50,"Cicuttini, J Hankin, G Jones, A Wluka",Comparison of conventional standing knee radiographs and magnetic resonance imaging in assessing progression of tibiofemoral joint osteoarthritis,116,2005, Elsevier, Osteoarthritis and cartilage,https://www.sciencedirect.com/science/article/pii/S106345840500107X,6
6,"Schiphof, M van Middelkoop, BM de Klerk…",Crepitus is a first indication of patellofemoral osteoarthritis (and not of tibiofemoral osteoarthritis),115,2014, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S106345841400048X,10
47," Pietrosimone, SA Saliba, JM Hart, J Hertel…",Effects of transcutaneous electrical nerve stimulation and therapeutic exercise on quadriceps activation in people with tibiofemoral osteoarthritis,113,2011, jospt.org, journal of orthopaedic & …,https://www.jospt.org/doi/abs/10.2519/jospt.2011.3447,8
4," Pietrosimone, J Hertel, CD Ingersoll, JM Hart…",Voluntary quadriceps activation deficits in patients with tibiofemoral osteoarthritis: a meta-analysis,109,2011, Elsevier, PM&R,https://www.sciencedirect.com/science/article/pii/S1934148210010701,8
42,"Guermazi, D Hayashi, FW Roemer, Y Zhu…",Synovitis in knee osteoarthritis assessed by contrast-enhanced magnetic resonance imaging (MRI) is associated with radiographic tibiofemoral osteoarthritis and MRI …,103,2014, jrheum.org, The Journal of …,https://www.jrheum.org/content/41/3/501.short,9
26," Harris, JB Driban, MR Sitler…",Tibiofemoral osteoarthritis after surgical or nonsurgical treatment of anterior cruciate ligament rupture: a systematic review,97,2017, meridian.allenpress.com, Journal of athletic …,https://meridian.allenpress.com/jat/article-abstract/52/6/507/112998,12
56,"C Van Tunen, A Dell'Isola, C Juhl, J Dekker…","Association of malalignment, muscular dysfunction, proprioception, laxity and abnormal joint loading with tibiofemoral knee osteoarthritis-a systematic review …",93,2018, Springer, BMC musculoskeletal …,https://link.springer.com/article/10.1186/s12891-018-2202-8,13
76," Barrios, JR Crenshaw, TD Royer, IS Davis",Walking shoes and laterally wedged orthoses in the clinical management of medial tibiofemoral osteoarthritis: a one-year prospective controlled trial,85,2009, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016008001798,5
45," Stoddart, O Dandridge, A Garner, J Cobb…",The compartmental distribution of knee osteoarthritis–a systematic review and meta-analysis,80,2021, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458420311973,20
15," Lo, Y Zhang, C McLennan, J Niu, DP Kiel…",The ratio of medial to lateral tibial plateau bone mineral density and compartment-specific tibiofemoral osteoarthritis,79,2006, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458406001154,4
33,"Rytter, N Egund, LK Jensen, JP Bonde",Occupational kneeling and radiographic tibiofemoral and patellofemoral osteoarthritis,78,2009, Springer, Journal of Occupational …,https://link.springer.com/article/10.1186/1745-6673-4-19,5
59," Thawait, S Demehri, A AlMuhit, W Zbijweski…",Extremity cone-beam CT for evaluation of medial tibiofemoral osteoarthritis: initial experience in imaging of the weight-bearing and non-weight-bearing knee,75,2015, Elsevier, European journal of …,https://www.sciencedirect.com/science/article/pii/S0720048X15300954,8
81," Harding, MJ Dunbar, CL Huble",Obesity is associated with higher absolute tibiofemoral contact and muscle forces during gait with and without knee osteoarthritis,71,2016, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S0268003315002582,8
99,"Sharif, R Granell, J Johansen, S Clarke…",Serum cartilage oligomeric matrix protein and other biomarker profiles in tibiofemoral and patellofemoral osteoarthritis of the knee,66,2006, academic.oup.com, …,https://academic.oup.com/rheumatology/article-abstract/45/5/522/1788592,3
34,"Kim, HA Kim, YI Seo, YW Song, DJ Hunter…","Tibiofemoral osteoarthritis affects quality of life and function in elderly Koreans, with women more adversely affected than men",63,2010, Springer, BMC musculoskeletal …,https://link.springer.com/article/10.1186/1471-2474-11-129,4
64," Crossley, RS Hinman",The patellofemoral joint: the forgotten joint in knee osteoarthritis,60,2011, oarsijournal.com, Osteoarthritis and cartilage,https://www.oarsijournal.com/article/S1063-4584(11)00154-3/abstract,4
9," Macri, JJ Stefanik, KK Khan…",Is tibiofemoral or patellofemoral alignment or trochlear morphology associated with patellofemoral osteoarthritis? A systematic review,59,2016, Wiley Online Library, Arthritis care & …,https://onlinelibrary.wiley.com/doi/pdf/10.1002/acr.22842,7
37, Segal,Bracing and orthoses: a review of efficacy and mechanical effects for tibiofemoral osteoarthritis,59,2012, Elsevier, PM&R,https://www.sciencedirect.com/science/article/pii/S1934148212000664,5
82,"Lu, JB Driban, J Duryea, T McAlindon…",Milk consumption and progression of medial tibiofemoral knee osteoarthritis: data from the Osteoarthritis Initiative,54,2014, Wiley Online Library, Arthritis care & …,https://onlinelibrary.wiley.com/doi/pdf/10.1002/acr.22297,5
39,"Farrokhi, M O'Connell, GK Fitzgerald",Altered gait biomechanics and increased knee-specific impairments in patients with coexisting tibiofemoral and patellofemoral osteoarthritis,54,2015, Elsevier, Gait & posture,https://www.sciencedirect.com/science/article/pii/S096663621400678X,5
29," Mazzuca, KD Brandt, BP Katz, Y Ding…",Risk factors for progression of tibiofemoral osteoarthritis: an analysis based on fluoroscopically standardised knee radiography,50,2006, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/65/4/515.short,3
36," Riddle, PW Stratford, RA Perera",The incident tibiofemoral osteoarthritis with rapid progression phenotype: development and validation of a prognostic prediction rule,50,2016, Elsevier, Osteoarthritis and cartilage,https://www.sciencedirect.com/science/article/pii/S1063458416301728,6
49," Chou, MTM Lee, IW Song, LS Lu, HC Shen…",Insights into osteoarthritis progression revealed by analyses of both knee tibiofemoral compartments,49,2015, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458414013946,5
11,"Rogers, P Dieppe",Is tibiofemoral osteoarthritis in the knee joint a new disease?,48,1994, ard.bmj.com, Annals of the Rheumatic Diseases,https://ard.bmj.com/content/53/9/612.short,2
25,"Hunter, KD Gross, P McCree, L Li, K Hirko…",Realignment treatment for medial tibiofemoral osteoarthritis: randomised trial,48,2012, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/71/10/1658.short,4
10,"Boissonneault, JA Lynch, BL Wise, NA Segal…",Association of hip and pelvic geometry with tibiofemoral osteoarthritis: Multicenter Osteoarthritis Study (MOST),41,2014, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458414011194,4
80,"Parsons, NR Fuggle, MH Edwards…",Concordance between clinical and radiographic evaluations of knee osteoarthritis,41,2018, Springer, Aging clinical and …,https://link.springer.com/article/10.1007/s40520-017-0847-z,6
75," Walsh, A Yousef, DF McWilliams, R Hill…",Evaluation of a Photographic Chondropathy Score (PCS) for pathological samples in a study of inflammation in tibiofemoral osteoarthritis,38,2009, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458408002641,2
19,"Lin, R Li, X Kang, H Li",Risk factors for radiographic tibiofemoral knee osteoarthritis: the wuchuan osteoarthritis study,32,2010, hindawi.com, International journal of rheumatology,https://www.hindawi.com/journals/ijr/2010/385826/abs/,2
24," Freisinger, LC Schmitt…",Tibiofemoral osteoarthritis and varus–valgus laxity,32,0,connect.com,,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0036-1592149,0
20," Mazzuca, KD Brandt, BP Katz, Y Ding…",Risk factors for early radiographic changes of tibiofemoral osteoarthritis,30,2007, ard.bmj.com, Annals of the …,https://ard.bmj.com/content/66/3/394.short,2
46,"Khamaisy, HA Zuiderbaan, R Thein, BP Gladnick…",Coronal tibiofemoral subluxation in knee osteoarthritis,30,2016, Springer, Skeletal radiology,https://link.springer.com/article/10.1007/s00256-015-2244-z,3
94,E de Lang,Radiographic progression of knee osteoarthritis is associated with MRI abnormalities in both the patellofemoral and tibiofemoral joint,27,2016, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458415013497,3
79," Kwee, N Hafez",… of mucoid degeneration of the anterior cruciate ligament at MR imaging with medial tibiofemoral osteoarthritis progression at radiography: data from the osteoarthritis …,24,2018, pubs.rsna.org, Radiology,https://pubs.rsna.org/doi/abs/10.1148/radiol.2018171565,3
54," Everhart, RA Siston, DC Flanigan",Tibiofemoral subchondral surface ratio (SSR) is a predictor of osteoarthritis symptoms and radiographic progression: data from the Osteoarthritis Initiative (OAI …,24,2014, Elsevier, Osteoarthritis and Cartilage,https://www.sciencedirect.com/science/article/pii/S1063458414010383,2
62,"Özcan, H Boya, HH Öztekin",Clinical evaluation of the proximal tibiofibular joint in knees with severe tibiofemoral primary osteoarthritis,23,2009, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016008002457,1
70," Hart, KD Gross, KM Crossley…",Step rate and worsening of patellofemoral and tibiofemoral joint osteoarthritis in women and men: the multicenter osteoarthritis study,21,2020, Wiley Online Library, Arthritis care & …,https://onlinelibrary.wiley.com/doi/pdf/10.1002/acr.23864,4
53," Kornaat, I Watt, N Riyazi, M Kloppenburg…",The relationship between the MRI features of mild osteoarthritis in the patellofemoral and tibiofemoral compartments of the knee,20,2005, Springer, European …,https://link.springer.com/article/10.1007/s00330-005-2691-3,1
90,"Wei, D Gross, NE Lane, N Lu, M Wang, C Zeng…",Risk factor heterogeneity for medial and lateral compartment knee osteoarthritis: analysis of two prospective cohorts,20,2019, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458418315917,3
23,Musumeci,Functional anatomy in knee osteoarthritis: patellofemoral joint vs. tibiofemoral joint,18,2017, mdpi.com, Journal of Functional Morphology and Kinesiology,https://www.mdpi.com/2411-5142/2/1/8,2
55,"Iijima, T Aoyama, K Nishitani, H Ito, N Fukutani…",Coexisting lateral tibiofemoral osteoarthritis is associated with worse knee pain in patients with mild medial osteoarthritis,17,2017, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458417308701,2
40," Crema, DT Felson, A Guermazi, MC Nevitt…",Is the atrophic phenotype of tibiofemoral osteoarthritis associated with faster progression of disease? The MOST study,17,2017, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458417310373,2
58,"Thienkarochanakul, AA Javadi, M Akrami…",Stress distribution of the tibiofemoral joint in a healthy versus osteoarthritis knee model using image-based three-dimensional finite element analysis,17,2020, Springer, Journal of Medical and …,https://link.springer.com/article/10.1007/s40846-020-00523-w,3
35,Ha,… morphology measurements and their associations with tibiofemoral osteoarthritis-related structural damage: exploratory analysis on the osteoarthritis initiative,17,2020, Springer, European …,https://link.springer.com/article/10.1007/s00330-019-06324-3,3
97," Petersen, S Rytter, D Koppens, J Dalsgaard…",Patients with knee osteoarthritis can be divided into subgroups based on tibiofemoral joint kinematics of gait–an exploratory and dynamic radiostereometric …,16,2022, Elsevier, Osteoarthritis and …,https://www.sciencedirect.com/science/article/pii/S1063458421009420,5
18," Hart, KM Crossley, MA Hunt","Gait patterns, symptoms, and function in patients with isolated tibiofemoral osteoarthritis and combined tibiofemoral and patellofemoral osteoarthritis",11,2018, Wiley Online Library, Journal of Orthopaedic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.23805,2
85,"Iijima, N Fukutani, T Isho, Y Yamamoto…",Changes in clinical symptoms and functional disability in patients with coexisting patellofemoral and tibiofemoral osteoarthritis: a 1-year prospective cohort …,11,2017, Springer, BMC Musculoskeletal …,https://link.springer.com/article/10.1186/s12891-017-1486-4,1
27,"C Van Tunen, A Dell'Isola, C Juhl, J Dekker…",Biomechanical factors associated with the development of tibiofemoral knee osteoarthritis: protocol for a systematic review and meta-analysis,11,2016, bmjopen.bmj.com, BMJ open,https://bmjopen.bmj.com/content/6/6/e011066.short,1
77,"Marullo, M Bargagliotti, M Vigano'…",Patellofemoral arthroplasty: obesity linked to high risk of revision and progression of medial tibiofemoral osteoarthritis,9,2022, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-022-06947-y,3
91," Choi, JM Kim, HS Han",Decision-making factors and their thresholds for total knee arthroplasty in lateral tibiofemoral osteoarthritis patients: a retrospective cohort study,6,2022, Springer, Knee Surgery & Related Research,https://link.springer.com/article/10.1186/s43019-022-00168-w,2
96," Lo, MJ Richard, JA Cauley, JB Driban…",A novel approach to studying early knee osteoarthritis illustrates that bilateral medial tibiofemoral osteoarthritis is a heritable phenotype: an offspring study,2,2022, Springer, Rheumatology …,https://link.springer.com/article/10.1007/s00296-022-05116-1,1
