Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
48," Tan, R Cao, P Shen, Q Wang…",Removal of interfering strokes in double-sided document images,44,2000, ieeexplore.ieee.org, … Fifth IEEE Workshop …,https://ieeexplore.ieee.org/abstract/document/895397/,2
6,"Mughal, N Muhammad, M Sharif",Adaptive hysteresis thresholding segmentation technique for localizing the breast masses in the curve stitching domain,28,2019, Elsevier, International journal of medical …,https://www.sciencedirect.com/science/article/pii/S1386505618306397,5
2,"Wang, S You, U Neumann",Supporting range and segment-based hysteresis thresholding in edge detection,25,2008, ieeexplore.ieee.org, 2008 15th IEEE International …,https://ieeexplore.ieee.org/abstract/document/4711828/,1
59,"Herbreteau, C Kervrann",DCT2net: an interpretable shallow CNN for image denoising,25,2022, ieeexplore.ieee.org, IEEE Transactions on Image …,https://ieeexplore.ieee.org/abstract/document/9799727/,8
12," Padole, SB Pokle",New Iterative Algorithms for Thinning Binary Images,24,2010, ieeexplore.ieee.org, … on Emerging Trends in Engineering and …,https://ieeexplore.ieee.org/abstract/document/5698313/,2
54,"Ye, LL Huang, XL Hao",Neural network based text detection in videos using local binary patterns,24,2009, ieeexplore.ieee.org, 2009 Chinese Conference on Pattern …,https://ieeexplore.ieee.org/abstract/document/5343973/,2
5,"Estrada, C Tomasi",Manuscript bleed-through removal via hysteresis thresholding,21,2009, ieeexplore.ieee.org, 2009 10th International Conference on …,https://ieeexplore.ieee.org/abstract/document/5277500/,1
9," Fraz, A Basit, P Remagnino…","Retinal vasculature segmentation by morphological curvature, reconstruction and adapted hysteresis thresholding",20,2011, ieeexplore.ieee.org, 2011 7th …,https://ieeexplore.ieee.org/abstract/document/6048487/,1
97,"Venkatesan, DV Rao",Could not catch title,19,0," Department of Electrical and Computer Engg University …, 2004",M Venkatesan,"Look manually at: https://scholar.google.com/scholar?start=90&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
43," Kagadis, P Spyridonos, D Karnabatidis…",Computerized analysis of digital subtraction angiography: a tool for quantitative in-vivo vascular imaging,19,2008, Springer, Journal of digital …,https://link.springer.com/article/10.1007/s10278-007-9047-2,1
64,"Panagiotakis, E Kokinou",Automatic enhancement and detection of active sea faults from bathymetry,16,2014, ieeexplore.ieee.org, 2014 22nd International …,https://ieeexplore.ieee.org/abstract/document/6976867/,1
20,"A Hassan, NEA Khalid, A Ibrahim…","Evaluation of sobel, canny, shen & castan using sample line histogram method",16,2008, ieeexplore.ieee.org, 2008 International …,https://ieeexplore.ieee.org/abstract/document/4632072/,1
18,Talaver,Comparative study of dermoscopic hair removal methods,16,2019, Springer, … 2019: Proceedings of the …,https://link.springer.com/chapter/10.1007/978-3-030-32040-9_2,3
42,"Kshirsagar, PJ Watson, NJ Herrod…",Quantitation of articular cartilage dimensions by computer analysis of 3D MR images of human knee joints,15,1997, ieeexplore.ieee.org, Proceedings of the …,https://ieeexplore.ieee.org/abstract/document/757746/,1
56," Tan, R Cao, P Shen, J Chee…",Text extraction from historical handwritten documents by edge detection,12,2000, academia.edu, … Conference on Control …,https://www.academia.edu/download/68077634/Text_Extraction_from_Historical_Handwrit20210713-10524-1ootl8g.pdf,0
55,"Jadhav, R Narvekar, A Mandawale…",FPGA based object tracking system,11,2015, ieeexplore.ieee.org, 2015 Fifth …,https://ieeexplore.ieee.org/abstract/document/7280035/,1
11,"Khalil, A Aggoun…",On edge detector using local histogram analysis,11,2003, spiedigitallibrary.org, … and Image Processing …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/5150/0000/Edge-detector-using-local-histogram-analysis/10.1117/12.503023.short,0
31,"Delibasis, K Kottari, I Maglogiannis",Automated detection of streaks in dermoscopy images,9,2015, Springer, … and Innovations: 11th IFIP WG 12.5 …,https://link.springer.com/chapter/10.1007/978-3-319-23868-5_4,1
85,"J Scott, NA Thacker",Cerebral cortical thickness measurements,9,2004, Citeseer, Tina Memo,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=855196c250f3fe495e1d22f7e16f32cf7948f943,0
39,"Bergeles, G Fagogenis, JJ Abbott…",Tracking intraocular microdevices based on colorspace evaluation and statistical color/shape information,8,2009, ieeexplore.ieee.org, … on Robotics and …,https://ieeexplore.ieee.org/abstract/document/5152348/,0
10,"Khan, DH Lee, MA Khan, AR Gilal, J Iqbal, A Waqas",Efficient and improved edge detection via a hysteresis thresholding method,8,2020, JSTOR, Current Science,https://www.jstor.org/stable/27226389,2
1,"Al Najjar, M Ghantous, M Bayoumi…",Hysteresis thresholding,7,2014, Springer, Video Surveillance for …,https://link.springer.com/chapter/10.1007/978-1-4614-1857-3_7,1
47,"Dharmawan, N Hanafiah",Clicker bot for gacha games using image recognition,7,2021, Elsevier, Procedia Computer Science,https://www.sciencedirect.com/science/article/pii/S1877050921000521,2
40,"Behery, M Tschesche, F Rudolph…",Action discretization for robot arm teleoperation in open-die forging,7,2020, ieeexplore.ieee.org, … on Systems  Man …,https://ieeexplore.ieee.org/abstract/document/9283043/,1
50,"Joshi, A Gangwar, Z Saquib",Collarette Region Recognition based on Wavelets and Direct Linear Discriminant Analysis,6,2012, researchgate.net, International Journal of Computer …,https://www.researchgate.net/profile/Akanksha-Joshi-6/publication/258650973_Collarette_Region_Recognition_based_on_Wavelets_and_Direct_Linear_Discriminant_Analysis/links/5564371708ae8c0cab37061f/Collarette-Region-Recognition-based-on-Wavelets-and-Direct-Linear-Discriminant-Analysis.pdf,0
79," Omran, A A",Using an FPGA to Accelerate Iris Recognition,6,2015, uruae.urst.org, … Conference on Advances in Software  Control …,http://uruae.urst.org/siteadmin/upload/5545U0915119.pdf,1
77,"K Wong, J Liu, JH Lim, NM Tan…",Method of detecting kink-bearing vessels in a retinal fundus image,6,2010, ieeexplore.ieee.org, 2010 5th IEEE …,https://ieeexplore.ieee.org/abstract/document/5515225/,0
32,Osman,Iris recognition using phase congruency,5,2011, ieeexplore.ieee.org, 2011 UkSim 13th International Conference on …,https://ieeexplore.ieee.org/abstract/document/5754238/,0
83," El Saban, BS Manjunath",Tracking curvilinear structures using active contours and application to microtubule videos,5,2005, researchgate.net, ICIP,https://www.researchgate.net/profile/Motaz-El-Saban/publication/250144658_TRACKING_CURVILINEAR_STRUCTURES_USING_ACTIVE_CONTOURS_AND_APPLICATION_TO_MICROTUBULE_VIDEOS/links/02e7e52c034137aaaf000000/TRACKING-CURVILINEAR-STRUCTURES-USING-ACTIVE-CONTOURS-AND-APPLICATION-TO-MICROTUBULE-VIDEOS.pdf,0
72,"KB Bhokse, AR Karwankar",Hand gesture recognition using neural network,4,2015, ijiset.com, IJISET International Journal of Innovative …,https://www.ijiset.com/vol2/v2s1/IJISET_V2_I1_01.pdf,0
15,Mohan,Iris Recognition for Personal Identification,4,2004, cecas.clemson.edu, http://www. cl. cam. ac. uk/users/jgd1000 …,http://cecas.clemson.edu/~stb/ece847/fall2004/projects/proj27.doc,0
96,Hatamzade,Using active contours for segmentation of middle-ear images,4,2003, escholarship.mcgill.ca,,https://escholarship.mcgill.ca/concern/theses/vh53ww41x,0
57,A,A new iris localization method based on the competitive chords,4,2012, Springer, Signal  Image and Video Processing,https://link.springer.com/article/10.1007/s11760-010-0183-7,0
29,"Rachidi, L Spacek",Constructing coherent boundaries,4,1994, academia.edu, BMVC,https://www.academia.edu/download/85704871/787aec7b7af9c278acf7014e3b9f226b1e7d.pdf,0
70," Naidu, PL Rao, MSP Babu…","Efficient case study for image edge gradient based detectors-sobel, robert cross, prewitt and canny",3,2012, ijecce.org, International Journal of …,https://www.ijecce.org/administrator/components/com_jresearch/files/publications/IJECCE-421_Final.pdf,0
91," Pippas, IS Venieris…",On the extension of ABR flow control to legacy LANs,3,1997, ieeexplore.ieee.org, Proceedings of ICC'97 …,https://ieeexplore.ieee.org/abstract/document/609997/,0
84," Sotiropoulou, C Gentsos, S Nikolaidis…",FPGA-based Canny Edge Detection for Real-Time Applications,3,2011, researchgate.net, published at the 26th …,https://www.researchgate.net/profile/Abdoul-Rjoub/publication/239735539_FPGA-based_Canny_Edge_Detection_for_Real-Time_Applications/links/5817af5608aeb720f689b13a/FPGA-based-Canny-Edge-Detection-for-Real-Time-Applications.pdf,0
38, E,Efficient iris recognition scheme based on difference of filters,3,2008, Citeseer, WSEAS Trans. Comp. Res,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3f468304920a4803b4baa18cccd076542a0fc499,0
74,"Ng, M Pasquier, H Quek",Application issues to integrate process supervision,3,1997, Elsevier, IFAC Proceedings Volumes,https://www.sciencedirect.com/science/article/pii/S1474667017413644,0
86," Htwe, W Htay",Performance evaluation of iris region detection and localization for biometric identification system,2,2011, academia.edu, World Academy of Science  Engineering and …,https://www.academia.edu/download/101682663/pdf.pdf,0
89, Thelakkat,Performance and Energy Evaluation of Parallelization Strategies for Network on Chip Communication Architectures: Case Study of Canny Edge Detector Application,2,2018, spectrum.library.concordia.ca,,https://spectrum.library.concordia.ca/id/eprint/984109/,0
63, Athale,STUDIES IN DIGITAL OPTICAL PROCESSING.,2,1981, elibrary.ru,,https://elibrary.ru/item.asp?id=7315345,0
71," Zaraket, MA A",Fusion Edge Detector and Objective Comparison of Edge Detectors,2,0,fadi.aub.edu.lb,,https://research-fadi.aub.edu.lb/pdfs/zaraketmasters.pdf,0
100,"Martins, L Cort",A 3D model based visual surveillance system,2,2000, ieeexplore.ieee.org, 2000 10th European Signal …,https://ieeexplore.ieee.org/abstract/document/7075588/,0
13," Shaikh, NV Marathe",Implementation Of Distributed Canny Edge Detection Technique,2,2017, academia.edu, International Research Journal of …,https://www.academia.edu/download/53813297/IRJET-V4I6718.pdf,0
14," Janakiraman, PC Mouli",Dominant Pixel Identification from Gray-level Image using various matrix rotation operations–An application to Edge Detection,2,2008, researchgate.net, Proceedings of IEEE sponsored Int …,https://www.researchgate.net/profile/Chandra-Mouli-Pvssr/publication/235793013_Dominant_Pixel_Identification_from_Gray-level_Image_using_various_Matrix_Rotation_Operations_-_An_Application_to_Edge_Detection/links/54eef8600cf2e55866f3c2f0/Dominant-Pixel-Identification-from-Gray-level-Image-using-various-Matrix-Rotation-Operations-An-Application-to-Edge-Detection.pdf,0
36," Vasavi, MM Latha, NU Kumar",A deterministic edge detection using statistical approach,2,2007, ieeexplore.ieee.org, International Conference on …,https://ieeexplore.ieee.org/abstract/document/4426382/,0
51, Zulkafli,Could not catch title,1,2009, University of Malaya,,"Look manually at: https://scholar.google.com/scholar?start=50&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
75,Author not found,Could not catch title,1,0,"O Miljković, M Tuba, B Stojanović",Venue not fount,"Look manually at: https://scholar.google.com/scholar?start=70&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
34," Agarkar, SN Talbar",Algorithm for iris code organization and searching for iris recognition system,1,2010, dl.acm.org, … of the International Conference and Workshop …,https://dl.acm.org/doi/abs/10.1145/1741906.1742029,0
37,O'Hanlon,Building Recognition using Computer Vision,1,2005, scss.tcd.ie,,https://www.scss.tcd.ie/Kenneth.Dawson-Howe/Projects/Previous/MSC2005_KenOHanlon.pdf,0
41," Gurcan, R Ernst, A Oto, S Worrell…",Measurement of colonic polyp size from virtual colonoscopy studies: comparison of manual and automated methods,1,2006, spiedigitallibrary.org, Medical Imaging …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/6144/1/Measurement-of-colonic-polyp-size-from-virtual-colonoscopy-studies/10.1117/12.653192.short,0
44,LP Vigil,Accelerating the Canny Edge Detection Algorithm with CUDA/GPU,1,2015, researchgate.net, … and Electronics Department  University of Pinar del …,https://www.researchgate.net/profile/Barbaro-Maykel/publication/285397197_ACCELERATING_THE_CANNY_EDGE_DETECTION_ALGORITHM_WITH_CUDAGPU/links/565dcd9808ae1ef929836822/ACCELERATING-THE-CANNY-EDGE-DETECTION-ALGORITHM-WITH-CUDA-GPU.pdf,0
49," Yeo, X Xie, I Sazonov, P Nithiarasu",Segmenting carotid in CT using geometric potential field deformable model,1,2013, Springer, Mathematical Methodologies in …,https://link.springer.com/chapter/10.1007/978-1-4614-5076-4_10,0
19,Ibrahim,Could not catch title,0,2009, Universiti Teknologi Malaysia,,"Look manually at: https://scholar.google.com/scholar?start=10&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
92,Author not found,Could not catch title,0,0,"AS Lakshmi, NS SN",Venue not fount,"Look manually at: https://scholar.google.com/scholar?start=90&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
28,"de Dreuille, H Foehrenbach…",A multimodal matching application to optimize neurosurgery and brain stereotaxic irradiation: requirements and realization,0,2000, ieeexplore.ieee.org, 2000 IEEE Nuclear …,https://ieeexplore.ieee.org/abstract/document/949170/,0
22,"A de Beauville, D Bi, FZ Kettaf",Edge Detection by Rank Functional Approximation of Grey Levels,0,1996, Elsevier, Proceedings IWISP'96,https://www.sciencedirect.com/science/article/pii/B9780444825872500926,0
94,"BENLAMRI, UA EMIRATES",PARALLELIZING INFINITE IMPULSE RESPONSE FILTERS,0,0, Citeseer,R BENLAMRI,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7e17484eb91b0762c91c29e8c238a7a987074219,0
90,Srinivasan,A semiautomatic quantitation of white matter hyperintensities in MR images combining edge detection and morphological reconstruction,0,2006, search.proquest.com,,https://search.proquest.com/openview/43e4af08d38aa40d8d82d62487cd2367/1?pq-origsite=gscholar&cbl=18750&diss=y,0
95,C Batouche,Dr. Mohamed-Khireddine Kholladi,0,0, researchgate.net,,https://www.researchgate.net/profile/Mohamed-Khireddine-Kholladi/publication/235406994_A_Parallel_Algorithm_for_Edge_Detection_Based_on_Infinite_Impulse_Response_filter_IIR_filter/links/02bfe5114bf1a82f0a000000/A-Parallel-Algorithm-for-Edge-Detection-Based-on-Infinite-Impulse-Response-filter-IIR-filter,0
23,"Z Bajwa, M Arif",5 Road Lane Detection System,0,2023, books.google.com, Artificial Intelligence & Blockchain in Cyber …,https://books.google.com/books?hl=en&lr=&id=-4TcEAAAQBAJ&oi=fnd&pg=PA8&dq=hysterisis+thresholding&ots=z-faTzOzBf&sig=BanFe8S2tyrcNFD3-ULnHR57HAU,0
16,"Agarkar, SN Talbar, N Jain",Searching Algorithm for Iris Code Organization,0,2010, books.google.com, Computer Vision and Information …,https://books.google.com/books?hl=en&lr=&id=MRGJN7GI42IC&oi=fnd&pg=PA11&dq=hysterisis+thresholding&ots=oKieo1dZ2y&sig=nPxstcaC5qpLW7m2bCA25mrzLeI,0
24,"Das, MK Geetha",Could not catch title,0,0," Assam University Journal of Science and Technology, 2010",R Das,"Look manually at: https://scholar.google.com/scholar?start=20&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
98,Michael,Edge detection in 2D and 3D images,0,2004, Citeseer,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e58e2074def5b9274f9c4931b81135d467ff159e,0
26,"Κόκκινου, Χ Παναγιωτάκης…",Application of skeletonization on geophysical images,0,2010, geolib.geo.auth.gr, … Επετηρίδα του Τμήματος …,http://geolib.geo.auth.gr/index.php/sasg/article/view/7571,0
62," Yeo, X Xie, I Sazonov, P Nithiarasu",Segmentation of Vessel Geometries from Medical Images using GPF Deformable Model.,0,2012, scitepress.org, ICPRAM (1),https://www.scitepress.org/Papers/2012/38493/38493.pdf,0
30,"A Khalid, NM Noor","Evaluation of Sobel, Canny, Shen & Castan using sample line histogram method",0,0, academia.edu,NEA Khalid,https://www.academia.edu/download/50943695/Evaluation_of_Sobel_Canny_Shen__Castan_U20161217-28996-j0g214.pdf,0
33,Author not found,Could not catch title,0,0,CO Colchester,Venue not fount,"Look manually at: https://scholar.google.com/scholar?start=30&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
61, Mohanty,EDGE DETECTION,0,0, academia.edu,,https://www.academia.edu/download/31979748/Edge_detection_comparison.PDF,0
80,Bystam,Improving motion tracking using gyroscope data in Augmented Reality applications,0,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:809636,0
78,"Tabassum, G Karwande, AB Mbakwe",Zero Shot Cross Modal Retrieval using Contrastive Learning,0,0, researchgate.net,A Tabassum  G Karwande,https://www.researchgate.net/profile/Gaurang-Karwande/publication/365070747_Zero_Shot_Cross_Modal_Retrieval_using_Contrastive_Learning/links/6374f82a54eb5f547cda0369/Zero-Shot-Cross-Modal-Retrieval-using-Contrastive-Learning.pdf,0
76," Likhith, HL Nishanth, E Lohit…",Development of data driven adaptive edge detectors for image processing,0,2021, iopscience.iop.org, IOP Conference …,https://iopscience.iop.org/article/10.1088/1757-899X/1187/1/012032/meta,0
73,DERICHE,NM. zyxwvutsrqponmlkjihgfedcb,0,0, academia.edu,,https://www.academia.edu/download/74217278/deriche.pdf,0
46,Rajapriya,IRIS IMAGE PREPROCESSING AND COMPRESSION FOR HIGHLY SECURED AUTHENTICATION.,0,2018, search.ebscohost.com, International Journal of Advanced Research in …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09765697&AN=130523807&h=GXYBFN44o2qYyAEimdHooWqU7KmX1nZcMqPLkw2p0uvZfYqfWb0BpAOrgEJNMA3VKm3GARAoo9sESdncFwOjhg%3D%3D&crl=c,0
52,Tsuji,Could not catch title,0,0, 2000,,"Look manually at: https://scholar.google.com/scholar?start=50&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
69,"B Duff, S Levialdi",Fast Algorithms for Low-Level Vision,0,0, openreview.net,MJB Duff,https://openreview.net/pdf?id=Si-bB0BluTH,0
53," Kiran, YS Kumar, KP Anoop",A Multi-Core Framework for Non-Block Based Image Processing,0,0, researchgate.net,BR Kiran  YS Kumar,https://www.researchgate.net/profile/Senthil-Yogamani-3/publication/333802239_A_Multi-Core_Framework_for_Non-Block_Based_Image_Processing/links/5d04f03e458515b055d3d17d/A-Multi-Core-Framework-for-Non-Block-Based-Image-Processing.pdf,0
67,"Li, F Lu, G Tian, B Huang…",Ceiling camera based environment objects recognition of intelligent space,0,2008, ieeexplore.ieee.org, 2008 IEEE International …,https://ieeexplore.ieee.org/abstract/document/4636393/,0
66,"Rachidi, L Spacek",CSM-193 Constructing coherent boundaries,0,1993, repository.essex.ac.uk,,https://repository.essex.ac.uk/14272/1/csm-193.pdf,0
58,Author not found,Could not catch title,0,0,"A Tabassum, P Harshitha, R Sunitha",Venue not fount,"Look manually at: https://scholar.google.com/scholar?start=50&q=hysterisis+thresholding&hl=en&as_sdt=0,5",0
35,"H Son, YS Ha, HS Kim",AN APPLICATION OF DIGITAL IMAGE PROCESSING TECHNIQUES IN DETECTING DAMAGE OR DEFORMATION SHAPE ON EXTERNAL SURFACE OF …,0,0, nsl.hcmus.edu.vn,TNH Son  YS Ha,http://www.nsl.hcmus.edu.vn/greenstone/collect/hnkhbk/index/assoc/HASH0ad9.dir/doc.pdf,0
