Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
75,"Reilly, PS Walker, M Be",Effects of tibial components on load transfer in the upper tibia,160,1982, journals.lww.com, … and Related Research®,https://journals.lww.com/clinorthop/citation/1982/05000/Effects_of_Tibial_Components_on_Load_Transfer_in.42.aspx,4
16," Lee, BY Yang, MD Sandusky…",The effects of tibial rotation on the patellofemoral joint: assessment of the changes in in situ strain in the peripatellar retinaculum and the patellofemoral contact …,156,2014, escholarship.org, Journal of rehabilitation …,https://escholarship.org/uc/item/5qp3j20s,14
2,"Diermann, T Schumacher, S Schanz…",Rotational instability of the knee: internal tibial rotation under a simulated pivot shift test,148,2009, Springer, Archives of orthopaedic …,https://link.springer.com/article/10.1007/s00402-008-0681-z,9
4,"Victor, L Labey, P Wong, B Innocenti…",The influence of muscle load on tibiofemoral knee kinematics,148,2010, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.21019,10
64," Hefzy, WT Jackson, SR Saddemi…",Effects of tibial rotations on patellar tracking and patello-femoral contact areas,147,1992, Elsevier, Journal of biomedical …,https://www.sciencedirect.com/science/article/pii/0141542592900089,4
77,"Senter, SL Hame",Biomechanical analysis of tibial torque and knee flexion angle: implications for understanding knee injury,140,2006, Springer, Sports Medicine,https://link.springer.com/article/10.2165/00007256-200636080-00001,7
30,"Hintermann, BM Nigg, C Sommer, GK Cole",Transfer of movement between calcaneus and tibia in vitro,139,1994, Elsevier, Clinical Biomechanics,https://www.sciencedirect.com/science/article/pii/0268003394900647,4
94," Lenhart, J Kaiser, CR Smith, DG Thelen",Prediction and validation of load-dependent behavior of the tibiofemoral and patellofemoral joints during movement,139,2015, Springer, Annals of biomedical …,https://link.springer.com/article/10.1007/s10439-015-1326-3,14
99," Kitaoka, ZP Luo, KN An",Effect of the posterior tibial tendon on the arch of the foot during simulated weightbearing: biomechanical analysis,137,1997, journals.sagepub.com, Foot & ankle international,https://journals.sagepub.com/doi/abs/10.1177/107110079701800109,5
50,"J McEwen, J Fisher, AAJ Goldsmith…",Wear of fixed bearing and rotating platform mobile bearing knees subjected to high levels of internal and external tibial rotation,134,2001, Springer, Journal of Materials …,https://link.springer.com/article/10.1023/A:1012850224565,6
28,"Sarmiento, HA McKellop, A Llinas…",Effect of loading and fracture motions on diaphyseal tibial fractures,133,1996, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.1100140114,5
33,"Zantop, T Schumacher, N Diermann…",Anterolateral rotational knee instability: role of posterolateral structures,124,2007, Springer, Archives of orthopaedic …,https://link.springer.com/article/10.1007/s00402-006-0241-3,7
98," Kitaoka, A Lundberg, ZP Luo…",Kinematics of the normal arch of the foot and ankle under physiologic loading,117,1995, journals.sagepub.com, Foot & Ankle …,https://journals.sagepub.com/doi/abs/10.1177/107110079501600806,4
7," Daniels, JTC Lau, TC Hearn",The effects of foot position and load on tibial nerve tension,115,1998, journals.sagepub.com, Foot & ankle international,https://journals.sagepub.com/doi/abs/10.1177/107110079801900204,4
60," Davids, M Huskamp, AM Bagley",A dynamic biomechanical analysis of the etiology of adolescent tibia vara,102,1996, journals.lww.com, Journal of Pediatric …,https://journals.lww.com/pedorthopaedics/fulltext/1996/07000/a_dynamic_biomechanical_analysis_of_the_etiology.8.aspx,4
6," Park, NA Wilson, LQ Zhang",Gender differences in passive knee biomechanical properties in tibial rotation,102,2008, Wiley Online Library, Journal of Orthopaedic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.20576,6
23," Imhoff, J Mehl, BJ Comer, E Obopilwe…",Slope-reducing tibial osteotomy decreases ACL-graft forces and anterior tibial translation under axial load,98,2019, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-019-05360-2,16
46,"Martin, A Saurez, S Ismaily, K Ashfaq…",Maximizing tibial coverage is detrimental to proper rotational alignment,97,2014, journals.lww.com, Clinical Orthopaedics …,https://journals.lww.com/clinorthop/FullText/2014/01000/Maximizing_Tibial_Coverage_Is_Detrimental_to.20.aspx,9
93,"Li, R Papannagari, E Most, SE Park…",Anterior tibial post impingement in a posterior stabilized total knee arthroplasty,96,2005, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1016/j.orthres.2004.09.005,5
53," Oh, JL Kreinbrink, EM Wojtys…",Effect of axial tibial torque direction on ACL relative strain and strain rate in an in vitro simulated pivot landing,75,2012, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.21572,6
100," Wojtys, PV Loubert, SY Samson, DM Viviano","Use of a knee-brace for control of tibial translation and rotation. A comparison, in cadavera, of available models.",75,1990, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/abstract/1990/72090/Use_of_a_knee_brace_for_control_of_tibial.7.aspx,2
18,"Hintermann, C Sommer…",Influence of ligament transection on tibial and calcaneal rotation with loading and dorsi-plantarflexion,75,1995, journals.sagepub.com, Foot & Ankle …,https://journals.sagepub.com/doi/abs/10.1177/107110079501600910,2
91,"Ristanis, N Stergiou, E Siarava, A Ntoulia, G Mitsionis…",Effect of femoral tunnel placement for reconstruction of the anterior cruciate ligament on tibial rotation,72,2009, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/fulltext/2009/09000/Effect_of_Femoral_Tunnel_Placement_for.12.aspx,4
49,"Navacchia, NA Bates, ND Schilaty…",Knee abduction and internal rotation moments increase ACL force during landing through the posterior slope of the tibia,67,2019, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.24313,11
47," Bates, RJ Nesbitt, JT Shearn…",Knee abduction affects greater magnitude of change in ACL and MCL strains than matched internal tibial rotation in vitro,66,2017, journals.lww.com, Clinical Orthopaedics …,https://journals.lww.com/clinorthop/fulltext/2017/10000/knee_abduction_affects_greater_magnitude_of_change.9.aspx,8
11," Lo, O Müller, M Wünschel, S Bauer, N Wülker",Forces in anterior cruciate ligament during simulated weight-bearing flexion with anterior and internal rotational tibial load,66,2008, Elsevier, Journal of biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929008001887,4
27," Bergfeld, DR McAllister, RD Parker, ADC Valdevit…",The effects of tibial rotation on posterior translation in knees in which the posterior cruciate ligament has been cut,65,2001, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/fulltext/2001/09000/the_effects_of_tibial_rotation_on_posterior.8.aspx,3
74,"Steinbrück, C Schröder, M Woiczinski…",Influence of tibial rotation in total knee arthroplasty on knee kinematics and retropatellar pressure: an in vitro study,61,2016, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-015-3503-1,7
15," Oh, JL Kreinbrink, JA Ashto",Effect of ACL transection on internal tibial rotation in an in vitro simulated pivot landing,60,2011, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/fulltext/2011/02160/Effect_of_ACL_Transection_on_Internal_Tibial.8.aspx,4
8," Small, ME Berend, RD Rogge, DB Archer…","Tibial loading after UKA: evaluation of tibial slope, resection depth, medial shift and component rotation",59,2013, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540313001319,5
42,"Lorbach, P Wilmes, D Theisen, M Brockmeyer…",Reliability testing of a new device to measure tibial rotation,58,2009, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-009-0772-6,4
69,"Kenawey, E Liodakis, C Krettek, S Ostermeier…",Effect of the lower limb rotational alignment on tibiofemoral contact pressure,57,2011, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-011-1482-4,4
71,"Bottlang, OK Erne, E Lacatusu…",A mobile-bearing knee prosthesis can reduce strain at the proximal tibia.,56,2006, journals.lww.com,2007 …,https://journals.lww.com/corr/fulltext/2006/06000/A_Mobile_bearing_Knee_Prosthesis_Can_Reduce_Strain.20.aspx,3
80," Kraemer, IJ Harrington, TC Hearn","Micromotion secondary to axial, torsional, and shear loads in two models of cementless tibial components",54,1995, Elsevier, The Journal of Arthroplasty,https://www.sciencedirect.com/science/article/pii/S0883540305801329,2
96," Markolf, SR Jackson, B Foster…",ACL forces and knee kinematics produced by axial tibial compression during a passive flexion–extension cycle,51,2014, Wiley Online Library, Journal of Orthopaedic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.22476,5
17,"Sommer, B Hintermann, BM Nigg…",Influence of ankle ligaments on tibial rotation: an in vitro study,51,1996, journals.sagepub.com, Foot & ankle …,https://journals.sagepub.com/doi/abs/10.1177/107110079601700204,2
56,"Chen, L Wang, Y Liu, J He, Q Lian…",Effect of component mal‐rotation on knee loading in total knee arthroplasty using multi‐body dynamics modeling under a simulated walking gait,51,2015, Wiley Online Library, Journal of Orthopaedic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.22908,5
52," Chen, K Yang, QR Dong, Y Wang",Assessment of tibial rotation and meniscal movement using kinematic magnetic resonance imaging,51,2014, Springer, Journal of Orthopaedic Surgery …,https://link.springer.com/article/10.1186/s13018-014-0065-8,5
37,"Scott, H Lee, W Barsoum…",The effect of tibiofemoral loading on proximal tibiofibular joint motion,50,2007, Wiley Online Library, Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-7580.2007.00803.x,3
9,"JSJ Svoboda, COLK McHale…",The effects of tibial malrotation on the biomechanics of the tibiotalar joint,50,2002, journals.sagepub.com, Foot & ankle …,https://journals.sagepub.com/doi/abs/10.1177/107110070202300204,2
25,"Kessler, E Lacatusu, MB Sommers, E Mayr…",Malrotation in total knee arthroplasty: effect on tibial cortex strain captured by laser-based strain acquisition,48,2006, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S0268003306000301,3
86," Munro, S Pandit, CG Walker…",Loss of tibial bone density in patients with rotating-or fixed-platform TKA,48,2010, journals.lww.com, Clinical Orthopaedics …,https://journals.lww.com/clinorthop/fulltext/2010/03000/Loss_of_Tibial_Bone_Density_in_Patients_with.19.aspx,3
81,"Matsumoto, BB Seedhom, Y Suda…",Axis location of tibial rotation and its change with flexion angle.,47,2000, journals.lww.com,2007 …,https://journals.lww.com/corr/fulltext/2000/02000/axis_location_of_tibial_rotation_and_its_change.22.aspx,2
65," Markolf, BR Graves, SM Sigward, SR Jackson…",Effects of posterolateral reconstructions on external tibial rotation and forces in a posterior cruciate ligament graft,44,2007, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/fulltext/2007/11000/Effects_of_Posterolateral_Reconstructions_on.4.aspx?__hstc=215929672.82af9c9a98fa600b1bb630f9cde2cb5f.1528502400314.1528502400315.1528502400316.1&__hssc=215929672.1.1528502400317&__hsfp=1773666937,2
85,"Claes, E Neven, B Callewaert…",Tibial rotation in single‐and double‐bundle ACL reconstruction: a kinematic 3‐D in vivo analysis,42,2011, Wiley Online Library, Knee Surgery …,https://onlinelibrary.wiley.com/doi/abs/10.1007/s00167-011-1568-z,3
45," Beaulieu, JA Ashto",Loading mechanisms of the anterior cruciate ligament,40,2023, Taylor & Francis, Sports biomechanics,https://www.tandfonline.com/doi/abs/10.1080/14763141.2021.1916578,20
40," Webster, JA Feller",Tibial rotation in anterior cruciate ligament reconstructed knees during single limb hop and drop landings,39,2012, Elsevier, Clinical Biomechanics,https://www.sciencedirect.com/science/article/pii/S0268003311003214,3
92," Reynolds, PS Walker, J Buza",Mechanisms of anterior-posterior stability of the knee joint under load-bearing,39,2017, Elsevier, Journal of biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929017301665,5
78," Schmitz, H Kim, SJ Shultz",Effect of axial load on anterior tibial translation when transitioning from non-weight bearing to weight bearing,37,2010, Elsevier, Clinical Biomechanics,https://www.sciencedirect.com/science/article/pii/S0268003309002174,2
55," Liao, L Yin, CM Powers",The influence of isolated femur and tibia rotations on patella cartilage stress: a sensitivity analysis,36,2018, Elsevier, Clinical Biomechanics,https://www.sciencedirect.com/science/article/pii/S026800331830202X,5
70,"Van Rossom, M Wesseling, CR Smith, DG Thelen…",The influence of knee joint geometry and alignment on the tibiofemoral load distribution: A computational study,35,2019, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016018305258,6
68," Webster, JA McClelland, JE Wittwer, K Tecklenburg…",Three dimensional motion analysis of within and between day repeatability of tibial rotation during pivoting,34,2010, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016009001744,2
13," Malinzak, SR Small, RD Rogge, DB Archer…",The effect of rotating platform TKA on strain distribution and torque transmission on the proximal tibia,33,2014, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540313006426,3
88," Howell, EE Hodapp, K Kuznik, ML Hull",In vivo adduction and reverse axial rotation (external) of the tibial component can be minimized,33,2009, academia.edu, Orthopedics,https://www.academia.edu/download/40648812/In_Vivo_Adduction_and_Reverse_Axial_Rota20151204-31573-11293ln.pdf,2
21," Rudy, M Sakane, RE Debski, SLY Woo",The effect of the point of application of anterior tibial loads on human knee kinematics,32,2000, Elsevier, Journal of Biomechanics,https://www.sciencedirect.com/science/article/pii/S0021929000000658,1
38," Small, RD Rogge, RA Malinzak…",Micromotion at the tibial plateau in primary and revision total knee arthroplasty: fixed versus rotating platform designs,32,2016, boneandjoint.org.uk, Bone & joint …,https://boneandjoint.org.uk/article/10.1302/2046-3758.54.2000481,4
79,"Wünschel, O Müller, JH Lo, C Obloh…",The anterior cruciate ligament provides resistance to externally applied anterior tibial force but not to internal rotational torque during simulated weight …,31,2010, Elsevier, Arthroscopy: The Journal …,https://www.sciencedirect.com/science/article/pii/S0749806310004032,2
26,"Giotis, F Zampeli, E Pappas, G Mitsionis…",Effects of knee bracing on tibial rotation during high loading activities in anterior cruciate ligament–reconstructed knees,30,2013, Elsevier, … : The Journal of …,https://www.sciencedirect.com/science/article/pii/S074980631300813X,2
12,"Yazdi, M Mallakzadeh, S Sadat Farshidfar…",The effect of tibial rotation on knee medial and lateral compartment contact pressure,29,2016, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-014-3321-x,3
24,"Nelitz, AM Seitz, J Bauer, H Reichel, A Ignatius…",Increasing posterior tibial slope does not raise anterior cruciate ligament strain but decreases tibial rotation ability,27,2013, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S0268003313000120,2
22," Suero, N Hawi, R Westphal, Y Sabbagh…",The effect of distal tibial rotation during high tibial osteotomy on the contact pressures in the knee and ankle joints,23,2017, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-015-3553-4,3
95," Kang, YG Koh, J Son, OR Kwon, JS Lee…",… in cruciate retaining and posterior stabilized for fixed and rotating platform mobile-bearing total knee arthroplasty with respect to different posterior tibial slope,22,2018, hindawi.com, BioMed Research …,https://www.hindawi.com/journals/bmri/2018/5139074/abs/,3
41," Yeow, SK Rubab, PVS Lee…",Inhibition of anterior tibial translation or axial tibial rotation prevents anterior cruciate ligament failure during impact compression,22,2009, journals.sagepub.com, The American Journal …,https://journals.sagepub.com/doi/abs/10.1177/0363546508328418,1
63,"Markolf, K Yamaguchi, J Matthew…",Effects of tibiofemoral compression on ACL forces and knee kinematics under combined knee loads,18,2019, Wiley Online Library, Journal of Orthopaedic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.24233,3
97," McDonald, J Boorma",ACL deficiency increases forces on the medial femoral condyle and the lateral meniscus with applied rotatory loads,18,2016, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/FullText/2016/10190/ACL_Deficiency_Increases_Forces_on_the_Medial.5.aspx,2
39,"Wang, RN Kent III, MJ Amirtharaj, BM Hardy…","Tibiofemoral kinematics during compressive loading of the ACL-intact and ACL-sectioned knee: roles of tibial slope, medial eminence volume, and anterior laxity",18,2019, journals.lww.com, JBJS,https://journals.lww.com/jbjsjournal/fulltext/2019/06190/tibiofemoral_kinematics_during_compressive_loading.6.aspx,3
82,"Kawamoto, Y Ishige, K Watarai…",Influence of curve sharpness on torsional loading of the tibia in running,16,2002, journals.humankinetics.com, Journal of Applied …,https://journals.humankinetics.com/view/journals/jab/18/3/article-p218.xml,1
32," Boguszewski, NB Joshi, PR Yang, KL Markolf…",Location of the natural knee axis for internal–external tibial rotation,16,2016, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S096801601500246X,2
54,"Kawamoto, Y Ishige, K Watarai…",Athletics: primary factors affecting maximum torsional loading of the tibia in running,16,2002, Taylor & Francis, Sports biomechanics,https://www.tandfonline.com/doi/abs/10.1080/14763140208522795,1
48," Digby, MJ Lake, A Lees",High-speed non-invasive measurement of tibial rotation during the impact phase of running,15,2005, Taylor & Francis, Ergonomics,https://www.tandfonline.com/doi/abs/10.1080/00140130500101304,1
36," Hacker, A Ignatius, L Dürselen",The influence of the test setup on knee joint kinematics–a meta-analysis of tibial rotation,15,2016, Elsevier, Journal of Biomechanics,https://www.sciencedirect.com/science/article/pii/S002192901630803X,2
59,"Henriksen, RS Hinman, MW Creaby…",Rotational knee load predicts cartilage loss over 12 months in knee osteoarthritis,14,2012, oarsijournal.com, Osteoarthritis and …,https://www.oarsijournal.com/article/S1063-4584(12)00600-0/fulltext,1
72," Park, SY Kang, S Choung, HS Jeon, O Kwon",Effects of tibial rotation on Ober's test and patellar tracking,14,2016, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016015002227,2
57," Bates, RJ Nesbitt, JT Shearn, GD Myer…",The influence of internal and external tibial rotation offsets on knee joint and ligament biomechanics during simulated athletic tasks,13,2018, Elsevier, Clinical …,https://www.sciencedirect.com/science/article/pii/S026800331830055X,2
1," Lam, DTP Fong, PSH Yung, KM Chan",Biomechanical techniques to evaluate tibial rotation. A systematic review,11,2012, Springer, Knee surgery  sports …,https://link.springer.com/article/10.1007/s00167-011-1665-z,1
29,"Mokhtarzadeh, A Ng, CH Yeow, D Oetomo…",Restrained tibial rotation may prevent ACL injury during landing at different flexion angles,10,2015, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016014002312,1
43," Manning, KM Ghosh, AP Blain, LM Longstaff…",Does maximal external tibial component rotation influence tibiofemoral load distribution in the primary knee arthroplasty setting: a comparison of neutral vs …,6,2017, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540317300670,1
34," Teeter, JS Broberg, JL Howard…",Axial and sagittal rotation of cementless tibial baseplates occurs in bone under joint loading,2,2023, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540323002176,1
