Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
73,"Iacono, M Lo Presti, D Bruni, GF Raspugli…",The adductor tubercle: a reliable landmark for analysing the level of the femorotibial joint line,61,2013, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-012-2113-4,5
52,"Della Croce, V Camomilla, A Leardini…",Femoral anatomical frame: assessment of various definitions,58,2003, Elsevier, Medical engineering & …,https://www.sciencedirect.com/science/article/pii/S1350453303000328,3
61," Hutchinson, TS Bae",Reproducibility of anatomic tibial landmarks for anterior cruciate ligament reconstructions,55,2001, journals.sagepub.com, The American journal of sports …,https://journals.sagepub.com/doi/abs/10.1177/03635465010290061701,2
6,"Matsuda, H Miura, R Nagamine…",A comparison of rotational landmarks in the distal femur and the tibial shaft.,52,2003, journals.lww.com,2007 …,https://journals.lww.com/corr/fulltext/2003/09000/A_Comparison_of_Rotational_Landmarks_in_the_Distal.24.aspx,2
41,"Baldini, PF Indelli, L De Luca, PC Mariani…",Rotational alignment of the tibial component in total knee arthroplasty: the anterior tibial cortex is a reliable landmark,49,0,connect.com,,https://www.thieme-connect.com/products/ejournals/abstract/10.11138/jts/2013.1.4.1455?utm_campaign=Joints_TrendMD_1&utm_medium=cpc&id=&lang=en&utm_source=TrendMD,0
46,"Şahin, T Atıcı, A Öztürk, G Özkaya, Y Özkan…",Accuracy of anatomical references used for rotational alignment of tibial component in total knee arthroplasty,47,2012, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-011-1606-x,4
64," Bush, K Bowlt, JA Gines…",Effect of use of different landmark methods on determining stifle angle and on calculated tibial tuberosity advancement,41,0,connect.com,,https://www.thieme-connect.com/products/ejournals/abstract/10.3415/VCOT-10-07-0104,0
4,"Kai, T Sato, Y Koga, G Omori, K Kobayashi…","Automatic construction of an anatomical coordinate system for three-dimensional bone models of the lower extremities–pelvis, femur, and tibia",40,2014, Elsevier, Journal of …,https://www.sciencedirect.com/science/article/pii/S0021929013006404,4
53," Eckhoff, DJ Jacofsky, BD Springer, M Dunbar…",Bilateral symmetrical comparison of femoral and tibial anatomic features,39,2016, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540315010311,4
71,"Van Haver, K De Roo, M De Beule…",Semi-automated landmark-based 3D analysis reveals new morphometric characteristics in the trochlear dysplastic femur,37,2014, Springer, Knee surgery  sports …,https://link.springer.com/article/10.1007/s00167-013-2573-1,3
5," Baek, JH Wang, I Song, K Lee, J Lee, S Koo",Automated bone landmarks prediction on the femur using anatomical deformation technique,36,2013, Elsevier,aided design,https://www.sciencedirect.com/science/article/pii/S0010448512002382,3
69,"Fürmetz, J Sass, T Ferreira, J Jalali, L Kovacs, F Mück…",Three-dimensional assessment of lower limb alignment: accuracy and reliability,36,2019, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016018304344,6
33,"Conti, L Cristofolini, M Juszczyk, A Leardini…",Comparison of three standard anatomical reference frames for the tibia–fibula complex,35,2008, Elsevier, Journal of …,https://www.sciencedirect.com/science/article/pii/S0021929008004855,2
92," Jackson, KL Wendelburg",Evaluation of the effect of distal femoral elevation on radiographic measurement of the anatomic lateral distal femoral angle,34,2012, Wiley Online Library, Veterinary Surgery,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1532-950X.2012.01059.x,3
80,"Maderbacher, A Keshmiri, J Schaumburger…",Accuracy of bony landmarks for restoring the natural joint line in revision knee surgery: an MRI study,33,2014, Springer, International …,https://link.springer.com/article/10.1007/s00264-014-2292-3,3
34,"Maderbacher, C Baier, HR Springorum…",Lower limb anatomy and alignment affect natural tibiofemoral knee kinematics: a cadaveric investigation,32,2016, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540316001959,4
63," Kim, J Jang, KW Lee, HS Han, S Lee…",Anterior tibial curved cortex is a reliable landmark for tibial rotational alignment in total knee arthroplasty,31,2017, Springer, BMC musculoskeletal …,https://link.springer.com/article/10.1186/s12891-017-1609-y,4
19,"Nolte, ST Ko, AMJ Bull, AE Kedgley",Reconstruction of the lower limb bones from digitised anatomical landmarks using statistical shape modelling,29,2020, Elsevier, Gait & posture,https://www.sciencedirect.com/science/article/pii/S0966636220300710,6
9," Pereira, E von Kaeppler, MJ Alaia, K Montini…",Calculating the position of the joint line of the knee using anatomical landmarks,29,2016, journals.healio.com, …,https://journals.healio.com/doi/abs/10.3928/01477447-20160729-01,3
97," Indelli, A Graceffa, M Marcucci…",Rotational alignment of the tibial component in total knee arthroplasty,28,2016, ncbi.nlm.nih.gov, Annals of translational …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4716934/,3
98,"Heckmann, L Sivasundaram, D Villacis…",Radiographic landmarks for identifying the anterolateral ligament of the knee,28,2016, Elsevier, … : The Journal of …,https://www.sciencedirect.com/science/article/pii/S0749806315009081,3
58,"Sailhan, L Jacob, M Hamadouche",Differences in limb alignment and femoral mechanical-anatomical angles using two dimension versus three dimension radiographic imaging,26,2017, Springer, International Orthopaedics,https://link.springer.com/article/10.1007/s00264-017-3428-z,3
44,"Shao, C Chen, D Scholl, A Faizan…",Tibial shaft anatomy differs between Caucasians and East Asian individuals,26,2018, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-017-4724-2,4
86,"Ma, H Miz",Bony landmarks with tibial cutting surface are useful to avoid rotational mismatch in total knee arthroplasty,24,2019, Springer, Knee Surgery  Sports …,https://link.springer.com/article/10.1007/s00167-018-5052-x,4
85," DANZIG, JD NEWELL, J GUERRA JR…",Osseous landmarks of the normal knee.,22,1981, journals.lww.com,2007 …,https://journals.lww.com/corr/citation/1981/05000/Osseous_Landmarks_of_the_Normal_Knee.29.aspx,0
75," Lee, TS Ko, JH Ahn, SG Kang, UH Choi…",Comparison of tibial tunnel techniques in posterior cruciate ligament reconstruction: C-arm versus anatomic fovea landmark,21,2016, Elsevier, … : The Journal of …,https://www.sciencedirect.com/science/article/pii/S0749806315007410,2
43," Ramme, AJ Criswell, BR Wolf, VA Magnotta…",EM segmentation of the distal femur and proximal tibia: a high-throughput approach to anatomic surface generation,18,2011, Springer, Annals of biomedical …,https://link.springer.com/article/10.1007/s10439-010-0244-7,1
39,"Nishikawa, H Miz",Accuracy of proximal tibial bone cut using anterior border of tibia as bony landmark in total knee arthroplasty,18,2015, Elsevier, The Journal of …,https://www.sciencedirect.com/science/article/pii/S0883540315005896,2
38," Zauleck, S Gabriel, MF Fischmeister…",Origin of the anterior cruciate ligament and the surrounding osseous landmarks of the femur,18,2014, Wiley Online Library, … Anatomy,https://onlinelibrary.wiley.com/doi/abs/10.1002/ca.22440,2
56," Nema, G Balaji, S Akkilagunta, J Menon…",Radiologic assessment of femoral and tibial tunnel placement based on anatomic landmarks in arthroscopic single bundle anterior cruciate ligament reconstruction,17,2017, Springer, Indian Journal of …,https://link.springer.com/article/10.4103/ortho.IJOrtho_219_16,2
54," Stevens, US Viđarsdóttir",… changes in the shape of the non‐pathological bony knee joint with age: a morphometric analysis of the distal femur and proximal tibia in three populations of known …,17,2008, Wiley Online Library, International Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/oa.954,1
11," Phan, S Koo",Predicting anatomical landmarks and bone morphology of the femur using local region matching,17,2015, Springer, International journal of computer assisted radiology …,https://link.springer.com/article/10.1007/s11548-015-1155-8,2
51," Indelli, A Graceffa, A Baldini, B Payne…",Relationship between tibial baseplate design and rotational alignment landmarks in primary total knee arthroplasty,16,2015, downloads.hindawi.com, …,https://downloads.hindawi.com/archive/2015/189294.pdf,2
48," Bruce, M Baggaley, L Welte…",A statistical shape model of the tibia-fibula complex: sexual dimorphism and effects of age on reconstruction accuracy from anatomical landmarks,15,2022, Taylor & Francis, Computer methods in …,https://www.tandfonline.com/doi/abs/10.1080/10255842.2021.1985111,5
99,"Shimodaira, K Tensho, Y Akaoka, S Takanashi…",Tibial tunnel positioning technique using bony/anatomical landmarks in anatomical anterior cruciate ligament reconstruction,14,2017, Elsevier, Arthroscopy …,https://www.sciencedirect.com/science/article/pii/S2212628716301402,2
78,"Brehler, G Thawait, J Kaplan…",Atlas-based algorithm for automatic anatomical measurements in the knee,13,2019, spiedigitallibrary.org, Journal of Medical …,https://www.spiedigitallibrary.org/journals/Journal-of-Medical-Imaging/volume-6/issue-2/026002/Atlas-based-algorithm-for-automatic-anatomical-measurements-in-the-knee/10.1117/1.JMI.6.2.026002.short,2
23,"Pillet, E Bergamini, G Rochcongar, V Camomilla…","Femur, tibia and fibula bone templates to estimate subject-specific knee ligament attachment site locations",13,2016, Elsevier, Journal of …,https://www.sciencedirect.com/science/article/pii/S0021929016310132,1
60,Tsai,Anatomical landmark localization via convolutional neural networks for limb-length discrepancy measurements,13,2021, Springer, Pediatric Radiology,https://link.springer.com/article/10.1007/s00247-021-05004-z,3
90," Newman, WL Walter, S Talbot",Femoral rotational asymmetry is a common anatomical variant,11,2018, Wiley Online Library, Clinical Anatomy,https://onlinelibrary.wiley.com/doi/abs/10.1002/ca.23053,2
95,"Fan, T Xu, X Li, L Li, L Fan, D Yang, G Li",Using anatomical landmarks to calculate the normal joint line position in Chinese people: an observational study,10,2018, Springer, Journal of Orthopaedic …,https://link.springer.com/article/10.1186/s13018-018-0963-2,1
45,"Baba, H Hyodoh, S Okazaki, J Shimizu…",Stature estimation from anatomical landmarks in femur using postmortem CT,10,2016, Elsevier, Journal of forensic …,https://www.sciencedirect.com/science/article/pii/S2212478016300247,1
21,"Chotanaphuti, W Panichcharoen…",Comparative study of anatomical landmark technique and self-aligned tibial component rotation determined by computer-assisted TKA,8,2012, thaiscience.info, J Med Assoc …,https://www.thaiscience.info/Journals/Article/JMAT/10971849.pdf,1
20," Jang, KN Kunze, ZR Brilliant, M Henson…",Comparison of tibial alignment parameters based on clinically relevant anatomical landmarks: a deep learning radiological analysis,7,2022, boneandjoint.org.uk, Bone & Joint …,https://boneandjoint.org.uk/article/10.1302/2633-1462.310.BJO-2022-0082.R1,2
15,"Seiler, S Weber, W Schmidt, F Fischer…",Automatic landmark propagation for left and right symmetry assessment of tibia and femur: a computational anatomy based approach,5,2009, Citeseer, Annual Meeting of the …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d71d3a5d3345277021497cb1ed1c3be37a0a6b55,0
93,"Gasparutto, P Besonhe, PL DiGiovanni, M Zingg…",Reliability of the pelvis and femur anatomical landmarks and geometry with the EOS system before and after total hip arthroplasty,5,2022, nature.com, Scientific Reports,https://www.nature.com/articles/s41598-022-25997-3,2
100," Mahmood, NJ Holloway, AH Deakin, JV Clarke…",A new landmark for measuring tibial component rotation after total knee arthroplasty,4,2019, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016018307804,1
47,"Itokazu, Y Minoda, M Ikebuchi, S Mizokawa, Y Ohta…",Anatomical landmarks of the distal femoral condyles are not always parallel to the tibial bone cut surface in flexion during total knee arthroplasty,4,2016, Elsevier, The Knee,https://www.sciencedirect.com/science/article/pii/S0968016015002860,0
65, Compeá,Anthropometric landmarks for posterior cruciate ligament reconstruction in anatomical position,2,2015, plasmaricoenplaquetas.mx, Int. j …,http://plasmaricoenplaquetas.mx/images/sitio/pdfs/CIRUGIA%20DE%20RODILLA/Ligamento%20Cruzado%20Posterior.pdf,0
62,"Hiranaka, T Tanaka, T Fujishiro, K Anjiki…",The tibial lateral axis is a novel extraarticular landmark for detection of the tibial anteroposterior axis,2,2020, Springer, … and Radiologic Anatomy,https://link.springer.com/article/10.1007/s00276-020-02513-8,0
12,"Subburaj, B Ravi, MG Agarwal",Computerized assessment of excessive femoral and tibial torsional deformation by 3D anatomical landmarks referencing,2,2009, Springer, … : ICBME 2008 3–6 December 2008 …,https://link.springer.com/chapter/10.1007/978-3-540-92841-6_32,0
3,"Cui, H Kim, S Li, KS Kwack…",Extraction of anatomical landmarks and axis for 3D coordinate system construction of femur and tibia bone models,2,2015, oarsijournal.com, Osteoarthritis and Cartilage,https://www.oarsijournal.com/article/S1063-4584(15)00498-7/abstract,0
37,"Matsuda, H Miura, T Mawatari, R Nabeyama…",A comparison of bony landmarks in the distal femur and the tibial shaft: Which landmark should be used in total knee arthroplasty,1,2003, ors.org, 49th Annual Meeting of …,https://www.ors.org/transactions/49/1316.pdf,0
35,"Gong, R Wang, S Gong, L Han, Y Yi, Y Wang…",A Coronal Landmark for Tibial Component Positioning With Anatomical Alignment in Total Knee Arthroplasty: A Radiological and Clinical Study,1,2022, frontiersin.org, Frontiers in …,https://www.frontiersin.org/articles/10.3389/fsurg.2022.847987/full,0
1,"Grammens, A Van Haver, I Lumba",Automated Landmark Annotation for Morphometric Analysis of Distal Femur and Proximal Tibia,0,2024, mdpi.com, Journal of …,https://www.mdpi.com/2313-433X/10/4/90,0
