Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
42,"Parthasarathy, JL Prince, M Stone…",Measuring tongue motion from tagged cine-MRI using harmonic phase (HARP) processing,113,2007, pubs.aip.org, The Journal of the …,https://pubs.aip.org/asa/jasa/article/121/1/491/631147,6
20,"Bjerre, S Crijns, PM af Rosenschöld…",Three-dimensional MRI-linac intra-fraction guidance using multiple orthogonal cine-MRI planes,111,2013, iopscience.iop.org, Physics in Medicine …,https://iopscience.iop.org/article/10.1088/0031-9155/58/14/4943/meta,9
46," Cocosco, WJ Niessen, T Netsch…",Automatic image‐driven segmentation of the ventricles in cardiac cine MRI,111,2008, Wiley Online Library, … Resonance Imaging …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.21451,7
71,"Sakuma, N Kawada, H Kubo…",Effect of breath holding on blood flow measurement using fast velocity encoded cine MRI,108,2001, Wiley Online Library, … in Medicine: An …,https://onlinelibrary.wiley.com/doi/abs/10.1002/1522-2594(200102)45:2%3C346::AID-MRM1044%3E3.0.CO;2-I,4
24,"Lienemann, D Sprenger, U Janßen…",Assessment of pelvic organ descent by use of functional cine‐MRI: which reference line should be used?,107,2004, Wiley Online Library, … : Official Journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/nau.10170,5
79,"Kober, I Iltis, PJ Cozzone, M Bernard",Cine-MRI assessment of cardiac function in mice anesthetized with ketamine/xylazine and isoflurane,102,2004, Springer, Magnetic Resonance Materials in …,https://link.springer.com/article/10.1007/s10334-004-0086-0,5
63,"Sakai, S Murayama, J Murakami…",Bronchogenic carcinoma invasion of the chest wall: evaluation with dynamic cine MRI during breathing,102,1997, journals.lww.com, Journal of computer …,https://journals.lww.com/jcat/fulltext/1997/07000/bronchogenic_carcinoma_invasion_of_the_chest_wall_.13.aspx,4
67,"Zheng, H Delingette, N Ayache",Explainable cardiac pathology classification on cine MRI with motion characterization by semi-supervised learning of apparent flow,99,2019, Elsevier, Medical image analysis,https://www.sciencedirect.com/science/article/pii/S1361841519300519,16
87," Malayeri, WC Johnson, R Macedo…",Cardiac cine MRI: quantification of the relationship between fast gradient echo and steady‐state free precession for determination of myocardial mass and volumes,98,2008, Wiley Online Library, … Resonance Imaging …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.21405,6
23,"Bistoquet, J Oshinski…",Left ventricular deformation recovery from cine MRI using an incompressible model,93,2007, ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/4298143/,5
22,"Seregni, C Paganelli, D Lee, PB Greer…",Motion prediction in MRI-guided radiotherapy based on interleaved orthogonal cine-MRI,86,2016, iopscience.iop.org, Physics in Medicine …,https://iopscience.iop.org/article/10.1088/0031-9155/61/2/872/meta,10
48,"Liu, G Captur, JC Moon, S Guo, X Yang…",Distance regularized two level sets for segmentation of left and right ventricles from cine-MRI,84,2016, Elsevier, Magnetic resonance …,https://www.sciencedirect.com/science/article/pii/S0730725X15003227,9
44,"Kofler, M Dewey, T Schaeffter, C Wald…",Spatio-temporal deep learning-based undersampling artefact reduction for 2D radial cine MRI with limited training data,82,2019, ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/8793147/,14
68,"Ohkubo, T Kessoku, A Fuyuki, H Iida…",Assessment of small bowel motility in patients with chronic intestinal pseudo-obstruction using cine-MRI,81,2013, journals.lww.com, Official journal of the …,https://journals.lww.com/ajg/fulltext/2013/07000/Assessment_of_Small_Bowel_Motility_in_Patients.20.aspx,7
82," Stuckey, CA Carr, DJ Tyler…",Cine‐MRI versus two‐dimensional echocardiography to measure in vivo left ventricular function in rat heart,78,2008, Wiley Online Library, NMR in Biomedicine: An …,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/nbm.1268,5
73,"Yoon, KS Kim, D Kim, Y Bresler…",Motion adaptive patch-based low-rank approach for compressed sensing cardiac cine MRI,76,2014, ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/6832623/,7
56,"Stone, EP Davis, AS Douglas, MN Aiver, R Gullapalli…",Modeling tongue surface contours from cine-MRI images,75,2001, ASHA,,https://pubs.asha.org/doi/full/10.1044/1092-4388%282001/081%29,3
98,"Usman, B Ruijsink, MS Nazir, G Cruz…",Free breathing whole-heart 3D CINE MRI with self-gated Cartesian trajectory,72,2017, Elsevier, Magnetic resonance …,https://www.sciencedirect.com/science/article/pii/S0730725X16302697,9
80," Lu, P Radau, K Connelly, A Dick…",Segmentation of left ventricle in cardiac cine MRI: An automatic image-driven method,72,2009, Springer, Functional Imaging and …,https://link.springer.com/chapter/10.1007/978-3-642-01932-6_37,4
78,"Miyati, M Mase, T Banno, T Kasuga, K Yamada…",Frequency analyses of CSF flow on cine MRI in normal pressure hydrocephalus,70,2003, Springer, European …,https://link.springer.com/article/10.1007/s00330-002-1697-3,3
74," Faust, KB Remley, FL Rimell","Real‐time, cine magnetic resonance imaging for evaluation of the pediatric airway",69,2001, Wiley Online Library, The Laryngoscope,https://onlinelibrary.wiley.com/doi/abs/10.1097/00005537-200112000-00022,3
86,"Carreras, J Garci",Left ventricular torsion and longitudinal shortening: two fundamental components of myocardial mechanics assessed by tagged cine-MRI in normal subjects,67,2012, Springer, The international journal …,https://link.springer.com/article/10.1007/s10554-011-9813-6,5
88,"Usman, D Atkinson, C Kolbitsch…",Manifold learning based ECG‐free free‐breathing cardiac CINE MRI,63,2015, Wiley Online Library, … magnetic resonance …,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.24731,6
76,"Kajiwara, S Akata, O Uchida, J Usuda, T Ohira…",Cine MRI enables better therapeutic planning than CT in cases of possible lung cancer chest wall invasion,63,2010, Elsevier, Lung Cancer,https://www.sciencedirect.com/science/article/pii/S0169500209005704,4
62," Lang, S Buhmann, A Hopman, HO Steitz…",Cine-MRI detection of intraabdominal adhesions: correlation with intraoperative findings in 89 consecutive cases,61,2008, Springer, Surgical …,https://link.springer.com/article/10.1007/s00464-008-9763-9,4
34,"Paganelli, D Lee, J Kipritidis…",Feasibility study on 3D image reconstruction from 2D orthogonal cine‐MRI for MRI‐guided radiotherapy,61,2018, Wiley Online Library, Journal of medical …,https://onlinelibrary.wiley.com/doi/abs/10.1111/1754-9485.12713,9
25,"Harris, L Ren, J Cai, Y Zhang, Z Chang…",A technique for generating volumetric cine-magnetic resonance imaging,59,2016, Elsevier, International Journal of …,https://www.sciencedirect.com/science/article/pii/S0360301616001255,7
64,"Sliman, F Khalifa, A Elnakib, A Soliman…",Accurate segmentation framework for the left ventricle wall from cardiac cine MRI,58,2013, pubs.aip.org, AIP Conference …,https://pubs.aip.org/aip/acp/article-abstract/1559/1/287/844065,5
60,"Cetin, G Sanroma, SE Petersen, S Napel…",A radiomics approach to computer-aided diagnosis with cardiac cine-MRI,58,2018, Springer, Statistical Atlases and …,https://link.springer.com/chapter/10.1007/978-3-319-75541-0_9,8
43,"Khalifa, GM Beache, G Gimel'farb…",A novel approach for accurate estimation of left ventricle global indexes from short-axis cine MRI,57,2011, ieeexplore.ieee.org, 2011 18th IEEE …,https://ieeexplore.ieee.org/abstract/document/6116210/,4
52,"Satriano, B Heydari, M Narous, DV Exner…",Clinical feasibility and validation of 3D principal strain analysis from cine MRI: comparison to 2D strain by MRI and 3D speckle tracking echocardiography,54,2017, Springer, The international journal …,https://link.springer.com/article/10.1007/s10554-017-1199-7,7
61,"Akino, RJ Oh, N Masai, H Shiomi, T Inoue",Evaluation of potential internal target volume of liver tumors using cine‐MRI,53,2014, Wiley Online Library, Medical physics,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1118/1.4896821,5
65," Lu, KA Connelly, AJ Dick, GA Wright…",Automatic functional analysis of left ventricle in cardiac cine MRI,51,2013, ncbi.nlm.nih.gov, Quantitative imaging in …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3759139/,4
35,"Ammar, O Bouattane, M Youssfi",Automatic cardiac cine MRI segmentation and heart disease classification,47,2021, Elsevier, Computerized Medical Imaging and …,https://www.sciencedirect.com/science/article/pii/S0895611121000124,12
96," Roberts, JFP van Amerom, A Uus, DFA Lloyd…",Fetal whole heart blood flow imaging using 4D cine MRI,45,2020, nature.com, Nature …,https://www.nature.com/articles/s41467-020-18790-1,9
89," Keiper, A Tai, X Chen, E Paulson…",Feasibility of real‐time motion tracking using cine MRI during MR‐guided radiation therapy for abdominal targets,44,2020, Wiley Online Library, Medical …,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.14230,9
77," Fast, B Eiben, MJ Menten, A Wetscherek…",Tumour auto-contouring on 2d cine MRI for locally advanced lung cancer: A comparative study,40,2017, Elsevier, Radiotherapy and …,https://www.sciencedirect.com/science/article/pii/S016781401732580X,5
6, Menchó,Reconstruction techniques for cardiac cine MRI,37,2019, Springer, Insights into …,https://link.springer.com/article/10.1186/s13244-019-0754-2,6
92,"Ludwig, P Speier, F Seifert…",Pilot tone–based motion correction for prospective respiratory compensated cardiac cine MRI,37,2021, Wiley Online Library, Magnetic …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.28580,9
93," Hoad, A Menys, K Garsed…",Colon wall motility: comparison of novel quantitative semi‐automatic measurements using cine MRI,36,2016, Wiley Online Library, …,https://onlinelibrary.wiley.com/doi/abs/10.1111/nmo.12727,4
84,"Garau, R Via, G Meschini, D Lee…",A ROI-based global motion model established on 4DCT and 2D cine-MRI data for MRI-guidance in radiation therapy,35,2019, iopscience.iop.org, Physics in Medicine …,https://iopscience.iop.org/article/10.1088/1361-6560/aafcec/meta,6
91,"Beer, A Kolk, A Neff, N Hof, T Treumann…",Cine MRI of the temporomandibular joint in comparison to static MRI and axiography,34,2004, europepmc.org, Rofo: Fortschritte auf …,https://europepmc.org/article/med/15088174,2
27,"Langner, S Fischer, A Eisenschenk, S Langner",Cine MRI: a new approach to the diagnosis of scapholunate dissociation,31,2015, Springer, Skeletal radiology,https://link.springer.com/article/10.1007/s00256-015-2126-4,3
49,"Hammouda, F Khalifa, H Abdeltawab, A Elnakib…",A new framework for performing cardiac strain analysis from cine MRI imaging in mice,31,2020, nature.com, Scientific reports,https://www.nature.com/articles/s41598-020-64206-x,6
45,"Ke, J Cheng, L Ying, H Zheng, Y Zhu…",An unsupervised deep learning method for multi-coil cine MRI,30,2020, iopscience.iop.org, Physics in medicine & …,https://iopscience.iop.org/article/10.1088/1361-6560/abaffa/meta,6
51," Bassett, EG Kholmovski, BD Wilson…",Evaluation of highly accelerated real‐time cardiac cine MRI in tachycardia,29,2014, Wiley Online Library, NMR in …,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/nbm.3049,3
81," Torkzad, R Vargas, C Tanaka, L Blomqvist",Value of cine MRI for better visualization of the proximal small bowel in normal individuals,29,2007, Springer, European radiology,https://link.springer.com/article/10.1007/s00330-007-0721-z,2
38," Leung, I Paterson…",Free‐breathing cine MRI,29,2008, Wiley Online Library, Magnetic resonance in …,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.21711,2
90,"Liu, F Xing, M Stone, J Zhuo, T Reese…",Generative self-training for cross-domain unsupervised tagged-to-cine mri synthesis,28,2021, Springer, … Image Computing and …,https://link.springer.com/chapter/10.1007/978-3-030-87199-4_13,7
47,"Lyu, G Li, C Wang, C Qin, S Wang, Q Dou, J Qin",Region-focused multi-view transformer-based generative adversarial network for cardiac cine MRI reconstruction,26,2023, Elsevier, Medical Image Analysis,https://www.sciencedirect.com/science/article/pii/S136184152300021X,13
29,"Dornier, GA Somsen, MK Ivancevic, NF Osman…",Comparison between tagged MRI and standard cine MRI for evaluation of left ventricular ejection fraction,25,2004, Springer, European …,https://link.springer.com/article/10.1007/s00330-004-2311-7,1
85,"Beetz, A Banerjee, V Grau",Biventricular surface reconstruction from cine MRI contours using point completion networks,24,2021, ieeexplore.ieee.org, 2021 IEEE 18th International …,https://ieeexplore.ieee.org/abstract/document/9434040/,6
5," Curtis, HLM Cheng",Primer and historical review on rapid cardiac CINE MRI,21,2022, Wiley Online Library, … of Magnetic Resonance Imaging,https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.27436,7
99,"Dong, Z Pan, Y Fu, Q Yang, Y Gao, T Yu, Y Shi…",DeU-Net 2.0: Enhanced deformable U-Net for 3D cardiac cine MRI segmentation,21,2022, Elsevier, Medical Image …,https://www.sciencedirect.com/science/article/pii/S136184152200041X,7
72,"Cui, G Yin, M Lu, X Chen, S Cheng, L Li…",Retrospective electrocardiography-gated real-time cardiac cine MRI at 3T: comparison with conventional segmented cine MRI,20,2019, ncbi.nlm.nih.gov, Korean journal of …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6315079/,3
57,"Yan, Y Wang, RJ van der Geest, Q Tao",Cine MRI analysis by deep learning of optical flow: Adding the temporal dimension,19,2019, Elsevier, Computers in biology and …,https://www.sciencedirect.com/science/article/pii/S0010482519302331,3
54," van Harten, CS de Jonge, KJ Beek, J Stoker…",Untangling and segmenting the small intestine in 3D cine-MRI using deep learning,14,2022, Elsevier, Medical image …,https://www.sciencedirect.com/science/article/pii/S136184152200038X,5
83,"Harris, FF Yin, J Cai, L Ren","Volumetric cine magnetic resonance imaging (VC-MRI) using motion modeling, free-form deformation and multi-slice undersampled 2D cine MRI …",13,2020, ncbi.nlm.nih.gov, Quantitative Imaging in Medicine …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7063294/,3
100,"Muhle, J Brossmann, UH Melchert, C Schröder…","Functional MRI of the patellofemoral joint: comparison of ultrafast MRI, motion-triggered cine MRI and static MRI",10,1995, Springer, European …,https://link.springer.com/article/10.1007/BF00184946,0
59,"Wei, J Chen, B Liang, X Chen, K Men…",Real‐time 3D MRI reconstruction from cine‐MRI using unsupervised network in MRI‐guided radiotherapy for liver cancer,8,2023, Wiley Online Library, Medical Physics,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.16141,4
69,"Wang, C Sun, S Ghadimi, DC Auger…",StrainNet: improved myocardial strain analysis of cine MRI by deep learning from DENSE,3,2023, pubs.rsna.org, Radiology …,https://pubs.rsna.org/doi/abs/10.1148/ryct.220196,2
97,"Lyu, S Wang, Y Tian, J Zou, S Dong, C Wang…",Stadnet: Spatial-temporal attention-guided dual-path network for cardiac cine mri super-resolution,1,2024, Elsevier, Medical Image …,https://www.sciencedirect.com/science/article/pii/S1361841524000677,1
